股票代码,股票名称,股票上市日期,股票上市地点,股票所属行业,每股收益,每股净资产,净资产收益率,总资产收益率,毛利率,净利率,营业利润率,市盈率（静）,市盈率（TTM）,市净率,市销率,股息率,营业收入增长率,净利润增长率,净资产增长率,净利润增速,资产负债率,流动比率,总资产周转率,存货周转率,应收账款周转率,每股经营现金流,现金流量比率
300637,扬帆新材,,深圳,,7686,3.34,1,,47.9342162177,208.9400658385,19.5925116383,-7724,-213343,504,1815,45.4189666963,0.74177045968,-6272,20170412,-6272,3556464469.5,234750130.0,4.892057749,1818,732,,
300638,广和通,,深圳,,5251,3.2,1089,,-12.5925218966,-37.304938474664,17.0119565147,3704,4138,715,1063,50.307164781,2.233195382483,-2766,20170413,-2766,24739458477.44,765453542.0,6.497009961399999,4409,968,,
300639,凯普生物,,深圳,,-2320,-2.25,65,,-22.9628434738,-16.459510872462,46.9823914496,-635,-623,107,418,13.2810677052,3.671442831319,5430,20170412,5430,4156999333.82,646500674.0,-43.5300940321,810,460,,
300640,德艺文创,,深圳,,13616,0.49,1,,37.7791297788,138.267163033027,15.0012146192,23495,18791,267,455,21.603439464,0.236665615733,3971,20170417,3971,2139634777.76,310993427.0,1.4720778075,908,379,,
300641,正丹股份,,深圳,,1064,20.39,1089,,3.369976639,120.345683106381,51.5361250127,1126,874,409,878,3.3953577295,3.33617816919,-4163,20170418,-4163,13402287221.52,532682322.0,44.0897499634,3085,1578,,
300642,透景生命,,深圳,,269668,0.03,1,,-19.5321659723,110.51034516474,63.6622440984,14733,12883,343,2354,10.3275841112,4.823033797557,8752,20170421,8752,5088004083.3,162556041.0,-1.2340760687,3280,1136,,
300643,万通智控,,深圳,,3161,7.91,1,,8.1536088965,56.603204512234,35.3158842451,4847,3795,488,547,19.1259349866,2.252886658655,7730,20170505,7730,5991779376.86,231253546.0,15.941986639299998,2740,943,,
300644,南京聚隆,,深圳,,3662,5.87,1,,25.7475185052,40.725471027013,16.3614815358,4982,4163,439,891,57.8438527182,4.491660096706,-322,20180206,-322,4201933104.81,109969461.0,4.6434715098,4267,1553,,
300645,正元智慧,,深圳,,-7111,-1.1,1,,-0.2792500054,-13.503580431939,42.1260354156,28274,32066,334,2893,53.0953300497,2.743813060738,10000,20170421,10000,3390564814.9,142102465.0,-10.9919701342,2386,1114,,
300647,超频三,,深圳,,15590,1.97,1,,18.4680617649,163.012189405632,15.0098635024,-843,-907,606,590,69.8310409163,-1.418195587527,2240,20170503,2240,3525945095.04,457321024.0,1.6261202586,953,428,,
300648,星云股份,,深圳,,-51770,-0.91,65,,-0.7749087912,78.164179131379,33.3932303947,-11119,-18061,660,714,49.2118796802,-0.117584924209,1675,20170425,1675,9167201640.0,174281400.0,-1.5706685857,6280,1681,,
300649,杭州园林,,深圳,,-14405,-1.74,1,,-34.0990353696,51.795496378682,30.6908653702,-6640,-8825,510,1106,43.8002238402,1.313089772749,4097,20170505,4097,2468245591.76,132416609.0,-12.7048538274,2420,835,,
300650,太龙股份,,深圳,,13135,0.51,1,,-22.2200876468,-13.040007773905,7.6206499204,6601,6727,271,930,42.4834714293,2.228707331664,-4552,20170503,-4552,3377041069.2200003,218296126.0,1.177381949,1822,830,,
300651,金陵体育,,深圳,,-45995,-0.21,1,,-26.0858708946,-159.824314092951,31.1374775888,11646,14016,308,1533,34.3033195386,2.713929971575,5387,20170509,5387,3116497814.16,141209688.0,-5.6278791633,3985,1025,,
300652,雷迪克,,深圳,,5776,2.48,1,,23.5490031417,6.222702001462,30.823684569,6718,6606,572,591,22.8362555193,4.361645863097,4942,20170516,4942,8072797417.440001,133390572.0,18.7614914565,7388,1287,,
300653,正海生物,,深圳,,4304,5.17,65,,-5.142283803,-45.966994649109,83.9153893809,2972,4208,469,186,9.2567736432,2.526974006167,5497,20170516,5497,4001400000.0,180000000.0,24.7473700882,2812,1720,,
300654,世纪天鸿,,深圳,,74604,0.33,1,,-4.5724021763,-63.566951133801,36.6293325371,9576,10783,495,477,21.2211963775,0.613811083166,5241,20170926,5241,4111582087.96,366124852.0,1.7942536546,1464,757,,
300655,晶瑞电材,,深圳,,8848,2.79,1089,,10.683605538,1501.66313247872,24.4687947216,-6873,-11771,499,619,28.4973328671,0.251542119885,6162,20170523,6162,12344039406.7,1059574198.0,12.5595423194,1326,612,,
300656,民德电子,,深圳,,3710,3.23,1,,-17.8216493695,16299.5628355755,36.6487408164,-4361,-6160,485,452,49.6922573335,1.450883919102,4647,20170519,4647,4967760840.16,171125072.0,30.6903593039,4229,1698,,
300657,弘信电子,,深圳,,16096,4.56,1089,,15.0071577194,9.84782512532,12.072167422,30593,28191,1429,896,80.9128584432,-0.990828641426,-483,20170523,-483,17381658331.120003,482555756.0,2.4147723058,4761,1278,,
300658,延江股份,,深圳,,5334,0.84,1,,38.5853263738,20.676350767463,14.2469446856,8684,8118,179,393,50.0261631285,1.297371197984,-3528,20170602,-3528,2369280427.6,332764105.0,2.7249026492,857,409,,
300659,中孚信息,,深圳,,-1211,-6.59,1,,-35.5509126885,-16.408061118148,72.3641097465,-3333,-3038,330,487,24.6481236189,-1.562994790808,333,20170526,333,4171485895.56,260392378.0,-101.6663778058,2548,1170,,
300660,江苏雷利,,深圳,,6419,2.74,1089,,25.8084833741,28.147761809981,27.182971928,8161,7628,713,455,38.2575397866,2.653863862477,-4136,20170602,-4136,24033589455.0,447136548.0,11.1148885375,5668,1569,,
300661,圣邦股份,,深圳,,20680,1.29,1089,,8.3007659435,9.898725810007,49.0653292616,9883,9778,1079,397,22.4978494701,3.953806500565,3750,20170606,3750,49438214124.39,617900439.0,7.429206455999999,9723,4998,,
300662,科锐国际,,深圳,,2771,2.89,1025,,25.1253016605,42.147772445805,5.5157783398,3119,2878,319,303,47.4369748161,7.032989338825,-433,20170608,-433,6404078921.86,196806359.0,2.069944278,3983,1249,,
300663,科蓝软件,,深圳,,-43134,-0.71,1089,,-29.4255014596,-3.571462979666,28.4691756301,-1858,-1857,1313,1118,65.3888359511,-0.796715659963,-6825,20170608,-6825,9932616560.88,478449738.0,-3.6750822472,2991,979,,
300664,鹏鹞环保,,深圳,,807,3.14,1,,-48.2342480671,37.970824131985,38.8887007173,2727,2213,101,158,43.4548836924,3.40044150628,-5111,20180105,-5111,4333348782.360001,756256332.0,48.523121210300005,669,389,,
300665,飞鹿股份,,深圳,,-3030,-9.58,1,,48.7706891959,18.974810265083,7.3364652195,-1676,-1792,470,3121,77.3923555743,-0.332578616993,6603,20170613,6603,2342719311.0,218945730.0,-16.1734031586,1285,475,,
300666,江丰电子,,深圳,,4153,5.44,1089,,28.7110740238,56.794724231585,29.7234387177,5239,4265,445,686,51.0332320501,4.875812901929,3361,20170615,3361,20986866025.3,265320683.0,11.1152365351,8869,4305,,
300667,必创科技,,深圳,,-5985,-1.3,1,,-27.4932693751,-315.044532615743,34.0454193308,-2478,-2297,313,342,20.7683017462,0.394743083109,1265,20170619,1265,3517693510.4100003,204636039.0,-12.9670641796,2470,1273,,
300668,杰恩设计,,深圳,,-35673,-0.22,1,,-10.1344808287,81.844458501455,9.749207673,-19268,-49245,314,235,32.5067727965,1.825088238351,-1672,20170619,-1672,2311320441.6,120381273.0,-1.7990538402,2425,1390,,
