code,name,market,market_name,industry,area
000571,新大洲A,0,深圳主板,,
000572,海马汽车,0,深圳主板,,
000573,粤宏远Ａ,0,深圳主板,,
000576,甘化科工,0,深圳主板,,
000581,威孚高科,0,深圳主板,,
000582,北部湾港,0,深圳主板,,
000586,汇源通信,0,深圳主板,,
000589,贵州轮胎,0,深圳主板,,
000590,启迪药业,0,深圳主板,,
000591,太阳能,0,深圳主板,,
000592,平潭发展,0,深圳主板,,
000593,德龙汇能,0,深圳主板,,
000595,*ST宝实,0,深圳主板,,
000596,古井贡酒,0,深圳主板,,
000597,东北制药,0,深圳主板,,
000598,兴蓉环境,0,深圳主板,,
000599,青岛双星,0,深圳主板,,
000600,建投能源,0,深圳主板,,
000601,韶能股份,0,深圳主板,,
000603,盛达资源,0,深圳主板,,
000605,渤海股份,0,深圳主板,,
000607,华媒控股,0,深圳主板,,
000608,*ST阳光,0,深圳主板,,
000609,ST中迪,0,深圳主板,,
000610,西安旅游,0,深圳主板,,
000612,焦作万方,0,深圳主板,,
000615,*ST美谷,0,深圳主板,,
000617,中油资本,0,深圳主板,,
000619,海螺新材,0,深圳主板,,
000620,盈新发展,0,深圳主板,,
000623,吉林敖东,0,深圳主板,,
000625,长安汽车,0,深圳主板,,
000626,远大控股,0,深圳主板,,
000627,*ST天茂,0,深圳主板,,
000628,高新发展,0,深圳主板,,
000629,钒钛股份,0,深圳主板,,
000630,铜陵有色,0,深圳主板,,
000631,顺发恒业,0,深圳主板,,
000632,三木集团,0,深圳主板,,
000633,合金投资,0,深圳主板,,
000635,英 力 特,0,深圳主板,,
000636,风华高科,0,深圳主板,,
000637,茂化实华,0,深圳主板,,
000638,*ST万方,0,深圳主板,,
000639,西王食品,0,深圳主板,,
000650,仁和药业,0,深圳主板,,
000651,格力电器,0,深圳主板,,
000652,泰达股份,0,深圳主板,,
000655,金岭矿业,0,深圳主板,,
000656,*ST金科,0,深圳主板,,
000657,中钨高新,0,深圳主板,,
000659,珠海中富,0,深圳主板,,
000661,长春高新,0,深圳主板,,
000663,永安林业,0,深圳主板,,
000665,湖北广电,0,深圳主板,,
000668,*ST荣控,0,深圳主板,,
000669,ST金鸿,0,深圳主板,,
000670,盈方微,0,深圳主板,,
000672,上峰水泥,0,深圳主板,,
000676,智度股份,0,深圳主板,,
000677,恒天海龙,0,深圳主板,,
000678,襄阳轴承,0,深圳主板,,
000679,大连友谊,0,深圳主板,,
000680,山推股份,0,深圳主板,,
000681,视觉中国,0,深圳主板,,
000682,东方电子,0,深圳主板,,
000683,博源化工,0,深圳主板,,
000685,中山公用,0,深圳主板,,
000686,东北证券,0,深圳主板,,
000688,国城矿业,0,深圳主板,,
000690,宝新能源,0,深圳主板,,
000691,*ST亚太,0,深圳主板,,
000692,惠天热电,0,深圳主板,,
000695,滨海能源,0,深圳主板,,
000697,ST炼石,0,深圳主板,,
000698,沈阳化工,0,深圳主板,,
000700,模塑科技,0,深圳主板,,
000701,厦门信达,0,深圳主板,,
000702,正虹科技,0,深圳主板,,
000703,恒逸石化,0,深圳主板,,
000705,浙江震元,0,深圳主板,,
000707,双环科技,0,深圳主板,,
000708,中信特钢,0,深圳主板,,
000709,河钢股份,0,深圳主板,,
000710,贝瑞基因,0,深圳主板,,
000711,*ST京蓝,0,深圳主板,,
000712,锦龙股份,0,深圳主板,,
000713,国投丰乐,0,深圳主板,,
000715,中兴商业,0,深圳主板,,
000716,黑芝麻,0,深圳主板,,
000717,中南股份,0,深圳主板,,
000718,苏宁环球,0,深圳主板,,
000719,中原传媒,0,深圳主板,,
000720,新能泰山,0,深圳主板,,
000721,西安饮食,0,深圳主板,,
000722,湖南发展,0,深圳主板,,
000723,美锦能源,0,深圳主板,,
000725,京东方Ａ,0,深圳主板,,
000726,鲁  泰Ａ,0,深圳主板,,
000727,冠捷科技,0,深圳主板,,
000728,国元证券,0,深圳主板,,
000729,燕京啤酒,0,深圳主板,,
000731,四川美丰,0,深圳主板,,
000733,振华科技,0,深圳主板,,
000735,罗 牛 山,0,深圳主板,,
000736,*ST中地,0,深圳主板,,
000737,北方铜业,0,深圳主板,,
000738,航发控制,0,深圳主板,,
000739,普洛药业,0,深圳主板,,
000750,国海证券,0,深圳主板,,
000751,锌业股份,0,深圳主板,,
000752,ST西发,0,深圳主板,,
000753,漳州发展,0,深圳主板,,
000755,山西高速,0,深圳主板,,
000756,新华制药,0,深圳主板,,
000757,浩物股份,0,深圳主板,,
000758,中色股份,0,深圳主板,,
000759,中百集团,0,深圳主板,,
000761,本钢板材,0,深圳主板,,
000762,西藏矿业,0,深圳主板,,
000766,通化金马,0,深圳主板,,
000767,晋控电力,0,深圳主板,,
000768,中航西飞,0,深圳主板,,
000776,广发证券,0,深圳主板,,
000777,中核科技,0,深圳主板,,
000778,新兴铸管,0,深圳主板,,
000779,甘咨询,0,深圳主板,,
000782,恒申新材,0,深圳主板,,
000783,长江证券,0,深圳主板,,
000785,居然智家,0,深圳主板,,
000786,北新建材,0,深圳主板,,
000788,北大医药,0,深圳主板,,
000789,万年青,0,深圳主板,,
000790,华神科技,0,深圳主板,,
000791,甘肃能源,0,深圳主板,,
000792,盐湖股份,0,深圳主板,,
000793,ST华闻,0,深圳主板,,
000795,英洛华,0,深圳主板,,
000796,凯撒旅业,0,深圳主板,,
000797,中国武夷,0,深圳主板,,
000798,中水渔业,0,深圳主板,,
000799,酒鬼酒,0,深圳主板,,
000800,一汽解放,0,深圳主板,,
000801,四川九洲,0,深圳主板,,
000802,北京文化,0,深圳主板,,
000803,山高环能,0,深圳主板,,
000807,云铝股份,0,深圳主板,,
000809,和展能源,0,深圳主板,,
000810,创维数字,0,深圳主板,,
000811,冰轮环境,0,深圳主板,,
000812,陕西金叶,0,深圳主板,,
000813,德展健康,0,深圳主板,,
000815,美利云,0,深圳主板,,
000816,智慧农业,0,深圳主板,,
000818,航锦科技,0,深圳主板,,
000819,岳阳兴长,0,深圳主板,,
000820,*ST节能,0,深圳主板,,
000821,京山轻机,0,深圳主板,,
000822,山东海化,0,深圳主板,,
000823,超声电子,0,深圳主板,,
000825,太钢不锈,0,深圳主板,,
000826,启迪环境,0,深圳主板,,
000828,东莞控股,0,深圳主板,,
000829,天音控股,0,深圳主板,,
000830,鲁西化工,0,深圳主板,,
000831,中国稀土,0,深圳主板,,
000833,粤桂股份,0,深圳主板,,
000837,秦川机床,0,深圳主板,,
000838,财信发展,0,深圳主板,,
000839,国安股份,0,深圳主板,,
000848,承德露露,0,深圳主板,,
000850,华茂股份,0,深圳主板,,
000851,*ST高鸿,0,深圳主板,,
000852,石化机械,0,深圳主板,,
000856,冀东装备,0,深圳主板,,
000858,五 粮 液,0,深圳主板,,
000859,国风新材,0,深圳主板,,
000860,顺鑫农业,0,深圳主板,,
000862,银星能源,0,深圳主板,,
000863,三湘印象,0,深圳主板,,
000868,安凯客车,0,深圳主板,,
000869,张  裕Ａ,0,深圳主板,,
000875,吉电股份,0,深圳主板,,
000876,新 希 望,0,深圳主板,,
000877,天山股份,0,深圳主板,,
000878,云南铜业,0,深圳主板,,
000880,潍柴重机,0,深圳主板,,
000881,中广核技,0,深圳主板,,
000882,华联股份,0,深圳主板,,
000883,湖北能源,0,深圳主板,,
000885,城发环境,0,深圳主板,,
000886,海南高速,0,深圳主板,,
000887,中鼎股份,0,深圳主板,,
000888,峨眉山Ａ,0,深圳主板,,
000889,中嘉博创,0,深圳主板,,
000890,法尔胜,0,深圳主板,,
000892,欢瑞世纪,0,深圳主板,,
000893,亚钾国际,0,深圳主板,,
000895,双汇发展,0,深圳主板,,
000897,津滨发展,0,深圳主板,,
000898,鞍钢股份,0,深圳主板,,
000899,赣能股份,0,深圳主板,,
000900,现代投资,0,深圳主板,,
000901,航天科技,0,深圳主板,,
000902,新洋丰,0,深圳主板,,
000903,ST云动,0,深圳主板,,
000905,厦门港务,0,深圳主板,,
000906,浙商中拓,0,深圳主板,,
000908,ST景峰,0,深圳主板,,
000909,ST数源,0,深圳主板,,
000910,大亚圣象,0,深圳主板,,
000911,广农糖业,0,深圳主板,,
000912,泸天化,0,深圳主板,,
000913,钱江摩托,0,深圳主板,,
000915,华特达因,0,深圳主板,,
000917,电广传媒,0,深圳主板,,
000919,金陵药业,0,深圳主板,,
000920,沃顿科技,0,深圳主板,,
000921,海信家电,0,深圳主板,,
000922,佳电股份,0,深圳主板,,
000923,河钢资源,0,深圳主板,,
000925,众合科技,0,深圳主板,,
000926,福星股份,0,深圳主板,,
000927,中国铁物,0,深圳主板,,
000928,中钢国际,0,深圳主板,,
000929,*ST兰黄,0,深圳主板,,
000930,中粮科技,0,深圳主板,,
000931,中 关 村,0,深圳主板,,
000932,华菱钢铁,0,深圳主板,,
000933,神火股份,0,深圳主板,,
000935,四川双马,0,深圳主板,,
000936,华西股份,0,深圳主板,,
000937,冀中能源,0,深圳主板,,
000938,紫光股份,0,深圳主板,,
000948,南天信息,0,深圳主板,,
000949,新乡化纤,0,深圳主板,,
000950,重药控股,0,深圳主板,,
000951,中国重汽,0,深圳主板,,
000952,广济药业,0,深圳主板,,
000953,河化股份,0,深圳主板,,
000955,欣龙控股,0,深圳主板,,
000957,中通客车,0,深圳主板,,
000958,电投产融,0,深圳主板,,
000959,首钢股份,0,深圳主板,,
000960,锡业股份,0,深圳主板,,
000962,东方钽业,0,深圳主板,,
000963,华东医药,0,深圳主板,,
000965,天保基建,0,深圳主板,,
000966,长源电力,0,深圳主板,,
000967,盈峰环境,0,深圳主板,,
000968,蓝焰控股,0,深圳主板,,
000969,安泰科技,0,深圳主板,,
000970,中科三环,0,深圳主板,,
000972,*ST中基,0,深圳主板,,
000973,佛塑科技,0,深圳主板,,
000975,山金国际,0,深圳主板,,
000977,浪潮信息,0,深圳主板,,
000978,桂林旅游,0,深圳主板,,
000980,众泰汽车,0,深圳主板,,
000981,山子高科,0,深圳主板,,
000983,山西焦煤,0,深圳主板,,
000985,大庆华科,0,深圳主板,,
000987,越秀资本,0,深圳主板,,
000988,华工科技,0,深圳主板,,
000989,九芝堂,0,深圳主板,,
000990,诚志股份,0,深圳主板,,
000993,闽东电力,0,深圳主板,,
000995,皇台酒业,0,深圳主板,,
000997,新 大 陆,0,深圳主板,,
000998,隆平高科,0,深圳主板,,
000999,华润三九,0,深圳主板,,
001201,东瑞股份,0,深圳主板,,
001202,炬申股份,0,深圳主板,,
001203,大中矿业,0,深圳主板,,
001205,盛航股份,0,深圳主板,,
001206,依依股份,0,深圳主板,,
001207,联科科技,0,深圳主板,,
001208,华菱线缆,0,深圳主板,,
001209,洪兴股份,0,深圳主板,,
001210,金房能源,0,深圳主板,,
001211,双枪科技,0,深圳主板,,
001212,中旗新材,0,深圳主板,,
001213,中铁特货,0,深圳主板,,
001215,千味央厨,0,深圳主板,,
001216,华瓷股份,0,深圳主板,,
001217,华尔泰,0,深圳主板,,
001218,丽臣实业,0,深圳主板,,
001219,青岛食品,0,深圳主板,,
001221,悍高集团,0,深圳主板,,
001222,源飞宠物,0,深圳主板,,
001223,欧克科技,0,深圳主板,,
001225,和泰机电,0,深圳主板,,
001226,拓山重工,0,深圳主板,,
001227,兰州银行,0,深圳主板,,
001228,永泰运,0,深圳主板,,
001229,魅视科技,0,深圳主板,,
001230,劲旅环境,0,深圳主板,,
001231,农心科技,0,深圳主板,,
001234,泰慕士,0,深圳主板,,
001236,弘业期货,0,深圳主板,,
001238,浙江正特,0,深圳主板,,
001239,永达股份,0,深圳主板,,
001255,博菲电气,0,深圳主板,,
001256,炜冈科技,0,深圳主板,,
001258,立新能源,0,深圳主板,,
001259,利仁科技,0,深圳主板,,
001260,坤泰股份,0,深圳主板,,
001266,宏英智能,0,深圳主板,,
001267,汇绿生态,0,深圳主板,,
001268,联合精密,0,深圳主板,,
001269,欧晶科技,0,深圳主板,,
001270,*ST铖昌,0,深圳主板,,
001277,速达股份,0,深圳主板,,
001278,一彬科技,0,深圳主板,,
001279,强邦新材,0,深圳主板,,
001282,三联锻造,0,深圳主板,,
001283,豪鹏科技,0,深圳主板,,
001286,陕西能源,0,深圳主板,,
001287,中电港,0,深圳主板,,
001288,运机集团,0,深圳主板,,
001289,龙源电力,0,深圳主板,,
001296,长江材料,0,深圳主板,,
001298,好上好,0,深圳主板,,
001299,美能能源,0,深圳主板,,
001300,三柏硕,0,深圳主板,,
001301,尚太科技,0,深圳主板,,
001306,夏厦精密,0,深圳主板,,
001308,康冠科技,0,深圳主板,,
001309,德明利,0,深圳主板,,
001311,多利科技,0,深圳主板,,
001313,粤海饲料,0,深圳主板,,
001314,亿道信息,0,深圳主板,,
001316,润贝航科,0,深圳主板,,
001317,三羊马,0,深圳主板,,
001318,阳光乳业,0,深圳主板,,
001319,铭科精技,0,深圳主板,,
001322,箭牌家居,0,深圳主板,,
001323,慕思股份,0,深圳主板,,
001324,长青科技,0,深圳主板,,
001326,联域股份,0,深圳主板,,
001328,登康口腔,0,深圳主板,,
001330,博纳影业,0,深圳主板,,
001331,胜通能源,0,深圳主板,,
001332,锡装股份,0,深圳主板,,
001333,光华股份,0,深圳主板,,
001335,信凯科技,0,深圳主板,,
001336,楚环科技,0,深圳主板,,
001337,四川黄金,0,深圳主板,,
001338,永顺泰,0,深圳主板,,
001339,智微智能,0,深圳主板,,
001356,富岭股份,0,深圳主板,,
001358,兴欣新材,0,深圳主板,,
001359,平安电工,0,深圳主板,,
001360,南矿集团,0,深圳主板,,
001366,播恩集团,0,深圳主板,,
001367,海森药业,0,深圳主板,,
001368,通达创智,0,深圳主板,,
001373,翔腾新材,0,深圳主板,,
001376,百通能源,0,深圳主板,,
001378,德冠新材,0,深圳主板,,
001379,腾达科技,0,深圳主板,,
001380,华纬科技,0,深圳主板,,
001382,新亚电缆,0,深圳主板,,
001387,雪祺电气,0,深圳主板,,
001388,信通电子,0,深圳主板,,
001389,广合科技,0,深圳主板,,
001390,古麒绒材,0,深圳主板,,
001391,国货航,0,深圳主板,,
001395,亚联机械,0,深圳主板,,
001400,江顺科技,0,深圳主板,,
001696,宗申动力,0,深圳主板,,
001872,招商港口,0,深圳主板,,
001896,豫能控股,0,深圳主板,,
001914,招商积余,0,深圳主板,,
001965,招商公路,0,深圳主板,,
001979,招商蛇口,0,深圳主板,,
002001,新 和 成,0,深圳主板,,
002003,伟星股份,0,深圳主板,,
002004,华邦健康,0,深圳主板,,
002005,ST德豪,0,深圳主板,,
002006,精工科技,0,深圳主板,,
002007,华兰生物,0,深圳主板,,
002008,大族激光,0,深圳主板,,
002009,天奇股份,0,深圳主板,,
002010,传化智联,0,深圳主板,,
002011,盾安环境,0,深圳主板,,
002012,凯恩股份,0,深圳主板,,
002014,永新股份,0,深圳主板,,
002015,协鑫能科,0,深圳主板,,
002016,世荣兆业,0,深圳主板,,
002017,东信和平,0,深圳主板,,
002019,亿帆医药,0,深圳主板,,
002020,京新药业,0,深圳主板,,
002021,中捷资源,0,深圳主板,,
002022,科华生物,0,深圳主板,,
002023,海特高新,0,深圳主板,,
002024,ST易购,0,深圳主板,,
002025,航天电器,0,深圳主板,,
002026,山东威达,0,深圳主板,,
002027,分众传媒,0,深圳主板,,
002028,思源电气,0,深圳主板,,
002029,七 匹 狼,0,深圳主板,,
002030,达安基因,0,深圳主板,,
002031,巨轮智能,0,深圳主板,,
002032,苏 泊 尔,0,深圳主板,,
002033,丽江股份,0,深圳主板,,
002034,旺能环境,0,深圳主板,,
002035,华帝股份,0,深圳主板,,
002036,联创电子,0,深圳主板,,
002037,保利联合,0,深圳主板,,
002038,双鹭药业,0,深圳主板,,
002039,黔源电力,0,深圳主板,,
002040,南 京 港,0,深圳主板,,
002041,登海种业,0,深圳主板,,
002042,华孚时尚,0,深圳主板,,
002043,兔 宝 宝,0,深圳主板,,
002044,美年健康,0,深圳主板,,
002045,国光电器,0,深圳主板,,
002046,国机精工,0,深圳主板,,
002047,*ST宝鹰,0,深圳主板,,
002048,宁波华翔,0,深圳主板,,
002049,紫光国微,0,深圳主板,,
002050,三花智控,0,深圳主板,,
002051,中工国际,0,深圳主板,,
002052,同洲电子,0,深圳主板,,
002053,云南能投,0,深圳主板,,
002054,德美化工,0,深圳主板,,
002055,得润电子,0,深圳主板,,
002056,横店东磁,0,深圳主板,,
002057,中钢天源,0,深圳主板,,
002058,*ST威尔,0,深圳主板,,
002059,云南旅游,0,深圳主板,,
002060,广东建工,0,深圳主板,,
002061,浙江交科,0,深圳主板,,
002062,宏润建设,0,深圳主板,,
002063,远光软件,0,深圳主板,,
002064,华峰化学,0,深圳主板,,
002065,东华软件,0,深圳主板,,
002066,瑞泰科技,0,深圳主板,,
002067,景兴纸业,0,深圳主板,,
002068,黑猫股份,0,深圳主板,,
002069,獐子岛,0,深圳主板,,
002072,凯瑞德,0,深圳主板,,
002073,软控股份,0,深圳主板,,
002074,国轩高科,0,深圳主板,,
002075,沙钢股份,0,深圳主板,,
002076,*ST星光,0,深圳主板,,
002077,大港股份,0,深圳主板,,
002078,太阳纸业,0,深圳主板,,
002079,苏州固锝,0,深圳主板,,
002080,中材科技,0,深圳主板,,
002081,金 螳 螂,0,深圳主板,,
002082,万邦德,0,深圳主板,,
002083,孚日股份,0,深圳主板,,
002084,海鸥住工,0,深圳主板,,
002085,万丰奥威,0,深圳主板,,
002086,东方海洋,0,深圳主板,,
002088,鲁阳节能,0,深圳主板,,
002090,金智科技,0,深圳主板,,
002091,江苏国泰,0,深圳主板,,
002092,中泰化学,0,深圳主板,,
002093,国脉科技,0,深圳主板,,
002094,青岛金王,0,深圳主板,,
002095,生 意 宝,0,深圳主板,,
002096,易普力,0,深圳主板,,
002097,山河智能,0,深圳主板,,
002098,浔兴股份,0,深圳主板,,
002099,海翔药业,0,深圳主板,,
002100,天康生物,0,深圳主板,,
002101,广东鸿图,0,深圳主板,,
002102,能特科技,0,深圳主板,,
002103,广博股份,0,深圳主板,,
002104,恒宝股份,0,深圳主板,,
002105,信隆健康,0,深圳主板,,
002106,莱宝高科,0,深圳主板,,
002107,沃华医药,0,深圳主板,,
002108,沧州明珠,0,深圳主板,,
002109,兴化股份,0,深圳主板,,
002110,三钢闽光,0,深圳主板,,
002111,威海广泰,0,深圳主板,,
002112,三变科技,0,深圳主板,,
002114,罗平锌电,0,深圳主板,,
002115,三维通信,0,深圳主板,,
002116,中国海诚,0,深圳主板,,
002117,东港股份,0,深圳主板,,
002119,康强电子,0,深圳主板,,
002120,韵达股份,0,深圳主板,,
002121,科陆电子,0,深圳主板,,
002122,汇洲智能,0,深圳主板,,
002123,梦网科技,0,深圳主板,,
002124,天邦食品,0,深圳主板,,
002125,湘潭电化,0,深圳主板,,
002126,银轮股份,0,深圳主板,,
002127,南极电商,0,深圳主板,,
002128,电投能源,0,深圳主板,,
002129,TCL中环,0,深圳主板,,
002130,沃尔核材,0,深圳主板,,
002131,利欧股份,0,深圳主板,,
002132,恒星科技,0,深圳主板,,
002133,广宇集团,0,深圳主板,,
002134,天津普林,0,深圳主板,,
002135,东南网架,0,深圳主板,,
002136,安 纳 达,0,深圳主板,,
002137,实益达,0,深圳主板,,
002138,顺络电子,0,深圳主板,,
002139,拓邦股份,0,深圳主板,,
002140,东华科技,0,深圳主板,,
002141,贤丰控股,0,深圳主板,,
002142,宁波银行,0,深圳主板,,
002144,宏达高科,0,深圳主板,,
002145,中核钛白,0,深圳主板,,
002146,荣盛发展,0,深圳主板,,
002148,北纬科技,0,深圳主板,,
002149,西部材料,0,深圳主板,,
002150,通润装备,0,深圳主板,,
002151,北斗星通,0,深圳主板,,
002152,广电运通,0,深圳主板,,
002153,石基信息,0,深圳主板,,
002154,报 喜 鸟,0,深圳主板,,
002155,湖南黄金,0,深圳主板,,
002156,通富微电,0,深圳主板,,
002157,正邦科技,0,深圳主板,,
002158,汉钟精机,0,深圳主板,,
002159,三特索道,0,深圳主板,,
002160,常铝股份,0,深圳主板,,
002161,远 望 谷,0,深圳主板,,
002162,悦心健康,0,深圳主板,,
002163,海南发展,0,深圳主板,,
002164,宁波东力,0,深圳主板,,
002165,红 宝 丽,0,深圳主板,,
002166,莱茵生物,0,深圳主板,,
002167,东方锆业,0,深圳主板,,
002168,*ST惠程,0,深圳主板,,
002169,智光电气,0,深圳主板,,
002170,芭田股份,0,深圳主板,,
002171,楚江新材,0,深圳主板,,
002172,澳洋健康,0,深圳主板,,
002173,创新医疗,0,深圳主板,,
002174,游族网络,0,深圳主板,,
002175,东方智造,0,深圳主板,,
002176,江特电机,0,深圳主板,,
002177,御银股份,0,深圳主板,,
002178,延华智能,0,深圳主板,,
002179,中航光电,0,深圳主板,,
002180,纳思达,0,深圳主板,,
002181,粤 传 媒,0,深圳主板,,
002182,宝武镁业,0,深圳主板,,
002183,怡 亚 通,0,深圳主板,,
002184,海得控制,0,深圳主板,,
002185,华天科技,0,深圳主板,,
002186,全 聚 德,0,深圳主板,,
002187,广百股份,0,深圳主板,,
002188,中天服务,0,深圳主板,,
002189,中光学,0,深圳主板,,
002190,成飞集成,0,深圳主板,,
002191,劲嘉股份,0,深圳主板,,
002192,融捷股份,0,深圳主板,,
002193,如意集团,0,深圳主板,,
002194,武汉凡谷,0,深圳主板,,
002195,岩山科技,0,深圳主板,,
002196,方正电机,0,深圳主板,,
002197,ST证通,0,深圳主板,,
002198,嘉应制药,0,深圳主板,,
002199,*ST东晶,0,深圳主板,,
002200,*ST交投,0,深圳主板,,
002201,九鼎新材,0,深圳主板,,
002202,金风科技,0,深圳主板,,
002203,海亮股份,0,深圳主板,,
002204,大连重工,0,深圳主板,,
002205,国统股份,0,深圳主板,,
002206,海 利 得,0,深圳主板,,
002207,准油股份,0,深圳主板,,
002208,合肥城建,0,深圳主板,,
002209,达 意 隆,0,深圳主板,,
002210,飞马国际,0,深圳主板,,
002211,ST宏达,0,深圳主板,,
002212,天融信,0,深圳主板,,
002213,大为股份,0,深圳主板,,
002214,*ST大立,0,深圳主板,,
002215,诺 普 信,0,深圳主板,,
002216,三全食品,0,深圳主板,,
002217,合力泰,0,深圳主板,,
002218,拓日新能,0,深圳主板,,
002219,新里程,0,深圳主板,,
002221,东华能源,0,深圳主板,,
002222,福晶科技,0,深圳主板,,
002223,鱼跃医疗,0,深圳主板,,
002224,三 力 士,0,深圳主板,,
