股票代码,股票名称,股票上市日期,股票上市地点,股票所属行业,每股收益,每股净资产,净资产收益率,总资产收益率,毛利率,净利率,营业利润率,市盈率（静）,市盈率（TTM）,市净率,市销率,股息率,营业收入增长率,净利润增长率,净资产增长率,净利润增速,资产负债率,流动比率,总资产周转率,存货周转率,应收账款周转率,每股经营现金流,现金流量比率
300022,吉峰科技,,深圳,,25311,0.81,1,,10.5481339675,66.494961612567,11.9197683537,-14324,-15182,815,866,60.8514677428,-1.059059807436,1477,20091030,1477,4413566593.4,494240380.0,1.6127003974,1014,355,,
300024,机器人,,深圳,,-16235,-1.14,1089,,-6.1400442532,-24.510294127022,14.6374920242,-16854,-16035,746,664,61.0104443933,-0.172148931898,-1146,20091030,-1146,32643175957.500004,1565619950.0,-7.178809009500001,2439,899,,
300025,华星创业,,深圳,,-6423,-2.54,1089,,-15.3311447405,-11.671782888355,10.124684525,-4772,-4681,662,465,39.8354797974,-0.500948527778,5665,20091030,5665,3744715905.92,508792922.0,-11.2088504835,1588,563,,
300026,红日药业,,深圳,,5328,0.7,1089,,-4.8248430276,3.800474413542,51.8865601208,59895,54307,149,276,19.6478780988,1.569110603802,-1114,20091030,-1114,12857782702.36,3004154837.0,4.4432745406,484,304,,
300027,华谊兄弟,,深圳,,10319,5.32,1089,,11.2567417834,206.480158656449,41.6221260828,-2866,-3312,2117,661,84.8522772596,-1.571823374575,-1026,20091030,-1026,8157047401.86,2774505919.0,16.9444754866,378,190,,
300029,*ST天龙,,深圳,,-5108,0.0,4,,-91.3072416994,-230.996209341186,-0.6692643306,-4693,-3340,-13886,285,104.2747151609,-5.372030623596,-3543,20091225,-3543,1281236535.0,200506500.0,-133.6996377963,700,360,,
300030,阳普医疗,,深圳,,8931,2.48,1,,-21.2186336243,389.39653709875,41.3786789856,-2313,-2801,438,732,41.3324221326,-0.438338246089,-4932,20091225,-4932,2727032118.3,309187315.0,6.6832110793,986,403,,
300031,宝通科技,,深圳,,5168,1.41,1089,,-9.617578496,-36.472924417711,38.547411311,5372,6314,292,900,32.407996988,3.938924327009,-413,20091225,-413,11276848496.35,418746695.0,7.6529313768,4020,1402,,
300032,金龙机电,,深圳,,7047,2.46,1,,26.1476024899,285.775844298888,12.1049671058,-3841,-4859,686,525,60.0272778521,-4.023444193596,-2241,20091225,-2241,4650352030.32,803169608.0,4.8601341405,744,311,,
300033,同花顺,,深圳,,21336,6.77,1089,,28.0659980317,38.294095767526,86.9481173799,11746,10914,3123,853,33.6378773402,10.345509194941,8454,20091225,8454,214152960000.0,537600000.0,28.2078137437,42688,9460,,
300034,钢研高纳,,深圳,,6692,1.46,1089,,17.3864459155,-41.899368760705,24.2268624582,5926,7052,394,424,43.9942602694,1.979879137923,156,20091225,156,14735819299.87,796961563.0,9.229721163,2040,1264,,
300035,中科电气,,深圳,,2341,2.84,1089,,49.9173938564,465.797180796989,22.507509581,4155,3043,272,745,55.6408261621,1.669693570488,-2504,20091225,-2504,12591287946.27,685426671.0,11.0895979918,1955,749,,
300036,超图软件,,深圳,,36403,0.45,1089,,-5.3013757615,-64.704792610837,58.937304198,-5082,-4506,327,536,31.7228635682,1.119501171038,-2193,20091225,-2193,8712113788.56,492766617.0,0.6614503407000001,2147,1262,,
300037,新宙邦,,深圳,,3853,2.32,1089,,32.1387723727,39.303968682069,24.5508376351,3761,3519,376,796,40.4691185403,7.294660380599,-2298,20100108,-2298,35429774468.700005,747779115.0,11.5610068232,4895,2606,,
300039,上海凯宝,,深圳,,2122,2.56,1089,,-15.7430073637,-4.709667823402,81.9508647579,1905,1926,174,374,10.0685305151,1.925432945717,-2630,20100108,-2630,7154640000.0,1046000000.0,21.0016175673,750,480,,
300040,九洲集团,,深圳,,5157,0.95,1,,-3.0451279665,-5.476945469709,29.2660120153,-861,-859,199,698,64.6031590902,0.756393418715,2316,20100108,2316,4693214754.02,611892406.0,7.8800088258,909,491,,
300041,回天新材,,深圳,,2141,4.95,1089,,7.7196800898,4.178825026969,22.4579315366,5992,5674,222,614,54.186623411,2.476868408835,1307,20100108,1307,6103425943.72,559434092.0,6.655371132100001,1160,678,,
300042,朗科科技,,深圳,,-15374,-1.75,1089,,15.3888383029,40.983902733538,7.1060862139,-5533,-6323,542,1009,15.9920654399,1.136028172455,7559,20100108,7559,5490960000.0,200400000.0,-3.807400573,3839,1515,,
300043,星辉娱乐,,深圳,,-3190,-3.35,1,,37.1286023155,50.812056474575,48.3673074958,-1326,-1486,432,570,64.0847662037,0.029623563766,-2336,20100120,-2336,6071688196.88,1244198401.0,-11.5087729657,606,229,,
300044,ST赛为,,深圳,,-4544,-2.95,4,,-58.7645299287,-388.666827166545,37.9221145792,-661,-630,3225,629,91.3836019084,-2.153062078971,1911,20100120,1911,3353385910.92,763869228.0,-57.16196442219999,919,283,,
300045,华力创通,,深圳,,-21677,-0.27,1089,,-21.02641521,-1418.10483845635,30.8706839197,-10536,-9318,953,1479,34.5885415788,-0.26126853601,3169,20100120,3169,15062608114.28,662675236.0,-12.646039041599998,3367,1506,,
300046,台基股份,,深圳,,14313,3.53,1089,,4.1759498294,3789.4117137826,29.8211759404,44962,17205,1010,1988,9.0645843197,0.175971100637,8046,20100120,8046,11372428317.68,236531371.0,21.8960195023,5317,1457,,
300047,天源迪科,,深圳,,17918,1.06,1089,,19.2700783098,13.966056688327,8.5743606318,53871,45491,380,2109,50.1646512562,1.758233279729,6130,20100120,6130,12499795571.2,637744672.0,0.9870923619,1988,707,,
300048,合康新能,,深圳,,5377,4.09,1089,,163.0581124827,732.832472597764,8.9075782033,74347,10496,420,524,63.4634401346,-0.292457996039,6226,20100120,6226,7654827027.599999,1125709857.0,1.8660935235,710,416,,
300049,福瑞股份,,深圳,,16123,2.93,1089,,11.0155279504,-31.089124514478,75.2625247728,14783,18637,918,874,28.9878321948,3.097077719823,-5496,20100120,-5496,16746476880.0,264975900.0,10.9272191816,7777,2661,,
300050,世纪鼎利,,深圳,,21469,2.17,1,,-6.8727639308,160.465896064004,29.8812530609,-4994,-7225,922,1201,32.3936786293,-3.591700407838,5320,20100120,5320,3715854616.76,544846718.0,5.9225909326,831,376,,
300051,琏升科技,,深圳,,-3107,-10.12,1,,80.8843763076,18.226851454714,-9.546491547,-2624,-2754,1314,478,75.1445807645,-2.259797655883,7116,20100211,7116,2895223448.2000003,372136690.0,-65.41598659649999,1115,581,,
300052,ST中青宝,,深圳,,-6628,-2.93,4,,-34.1886524294,-6.729432396045,26.6435126314,-5898,-5817,790,476,54.9737690008,-0.831212851809,3069,20100211,3069,3110881474.8,261858710.0,-24.0847899197,2820,780,,
300053,航宇微,,深圳,,217996,0.06,1089,,14.2422045276,-82.730155592038,27.3375938832,-3669,-3596,608,1400,29.0607857937,-1.378204801772,-2847,20100211,-2847,10794583263.27,696874323.0,1.3174598143,1988,884,,
300054,鼎龙股份,,深圳,,4795,6.64,1089,,14.004303248,42.784482446711,49.2346618368,5729,4859,622,773,41.6279085406,2.544052619614,-2227,20100211,-2227,29829380321.52,945164142.0,21.0496700004,3290,1821,,
300055,万邦达,,深圳,,6995,0.38,65,,-10.1294736474,-20.016187792019,13.4154534999,15434,17905,106,259,35.1031965174,0.994414648676,4916,20100226,4916,5489077415.36,836749606.0,4.434641287600001,678,370,,
300056,中创环保,,深圳,,-12082,-6.12,1025,,-30.210989263,-165.84788316897,14.7467536037,-5087,-4021,3033,456,84.5088177441,-2.987373507363,1880,20100226,1880,5551062379.2,385490443.0,-23.0357394529,2100,698,,
300057,万顺新材,,深圳,,-5539,-1.02,1089,,-10.1147384401,-468.996937026691,5.3341969997,-3058,-2491,113,1378,49.9656586182,0.724007292591,-2504,20100226,-2504,5878855129.07,892087273.0,-1.9748201775000005,700,382,,
300058,蓝色光标,,深圳,,6945,1.25,1089,,-9.6570815761,16.009889141494,3.3797014025,-9128,-9561,345,994,63.6585083036,0.332875575033,-4324,20100226,-4324,26531439202.5,3537525227.0,0.6617735811000001,907,363,,
300059,东方财富,,深圳,,4007,6.69,1089,,38.6530302707,37.269658120989,69.0043798445,4642,4012,521,762,75.9113183437,2.838328185968,5959,20100319,5959,446147983565.25,15804037675.0,81.2000239929,3094,1025,,
300061,旗天科技,,深圳,,80621,0.51,1089,,-38.1009974095,149.531089183554,38.6066257549,-4261,-4438,1645,1016,57.9188621824,-3.045352081504,3851,20100319,3851,9127062426.45,658993677.0,2.4587646036,2164,546,,
300062,中能电气,,深圳,,-5921,-1.08,1,,-44.3901492481,-207.918996482894,16.6222407825,-4078,-3062,265,343,54.518724356,0.394403530566,3647,20100319,3647,3161626683.39,557606117.0,-6.718772383599999,717,420,,
300063,天龙集团,,深圳,,12499,0.88,1025,,-16.4857753881,9.04134055449,6.1071585055,11046,10847,438,979,46.9002336079,-0.56861612616,-444,20100326,-444,7198422653.5,758527150.0,1.1503883155,1470,394,,
300065,海兰信,,深圳,,11191,2.02,1089,,644.0454391316,1349.54408617872,21.3754229067,193170,38499,910,1230,22.7122780027,-0.679112124468,-970,20100326,-970,15850879066.0,720494503.0,10.240196035,2442,573,,
300066,三川智慧,,深圳,,14028,0.64,65,,-38.7881595747,3337.90158649488,27.5543929451,14353,11497,368,3159,11.823377153,1.095927873055,4545,20100326,4545,9152292705.6,1040033262.0,7.870148368500001,941,294,,
300067,安诺其,,深圳,,-16968,-0.37,1089,,29.2536388402,-282.142001286067,8.627540123,-134993,-33079,254,792,28.07757629,0.576272306748,850,20100421,850,6406778885.7,1154374574.0,-3.4769561832,793,313,,
300068,南都电源,,深圳,,-3336,-5.92,1089,,-31.6659240833,-225.483672122112,10.9506655063,-1036,-810,405,762,80.039540638,-1.711061357574,-449,20100421,-449,15511753026.33,898190679.0,-6.2424702887,2534,842,,
300069,金利华电,,深圳,,-80187,-0.29,1,,19.9602630863,81.191079267631,31.8325741087,7840,7092,917,607,51.2905040773,-1.046922216581,4195,20100421,4195,2514330000.0,117000000.0,-3.5060307712,3077,1001,,
300070,碧水源,,深圳,,7198,0.22,1089,,-12.6489689347,-34.2929402769,21.4914454591,29508,63443,63,174,62.6331324925,3.361216754541,-1780,20100421,-1780,17287478661.51,3624209363.0,5.2693771107,674,310,,
300071,福石控股,,深圳,,-15058,-6.24,1025,,-21.2865601194,-460.734840856591,24.9418902697,-4017,-3809,3877,567,87.1259182318,-1.155226070859,563,20100421,563,5243530787.84,963884336.0,-3.6166826444,933,232,,
300072,海新能科,,深圳,,-4426,-0.84,1089,,-53.6864577379,57.600708829779,-6.6471309207,-926,-997,149,246,36.3776034772,0.867869571099,-4837,20100427,-4837,8834948335.519999,2349720302.0,-29.8597562204,508,182,,
300073,当升科技,,深圳,,5445,0.84,1089,,25.7981231655,0.215554974669,10.9327536012,5107,5104,170,489,23.028685974,9.837236881047,809,20100427,809,24095880682.36,544293668.0,5.7562995272,5680,2878,,
300074,华平股份,,深圳,,-4307,-1.68,1,,99.0707861951,43.805076810199,29.7146897427,-4030,-4929,290,340,34.741472083,0.362565397629,-2205,20100427,-2205,2925591276.0,543790200.0,-27.123820987,583,298,,
300075,数字政通,,深圳,,-31118,-0.53,1089,,-40.3404564646,-125.976526395066,34.368742393,-2940,-2392,332,868,13.6146783936,1.481739728535,6634,20100427,6634,11633767859.34,621130158.0,-5.8282278393,2522,1109,,
300076,GQY视讯,,深圳,,-7489,-1.04,1,,-47.9059632795,-10022.5555366842,4.5664948724,-5085,-4353,313,350,10.0734790103,-0.099997239387,1665,20100430,1665,2883200000.0,424000000.0,-48.2912508907,1045,345,,
300077,国民技术,,深圳,,-23099,-3.64,1089,,22.7391463545,72.539484157096,21.9383285156,-7220,-12297,1700,2590,71.6810992438,-3.926237362601,2300,20100430,2300,16992312038.0,583126700.0,-5.9427902667,4150,910,,
300078,思创医惠,,深圳,,-3979,-9.33,65,,37.3218003934,76.740934436327,8.5718147839,-823,-1248,776,822,74.5323893627,-2.184991397738,2751,20100430,2751,4124948528.7,1117872230.0,-9.8481692173,549,225,,
300079,数码视讯,,深圳,,27196,0.39,1089,,24.6648265972,2747.64036415052,56.8645595333,37231,22422,215,909,8.7976590935,1.182182312181,-1436,20100430,-1436,9083798754.94,1426028062.0,6.260666161800001,712,398,,
300080,易成新能,,深圳,,-4359,-0.94,1089,,9.5028751831,31.260805559261,6.7717887152,-984,-1010,165,125,60.8326466166,0.659541855667,1400,20100625,1400,8374010548.919999,1873380436.0,-6.5673313675,687,263,,
300081,恒信东方,,深圳,,-2544,-2.88,65,,-15.1199694714,-11.324631294399,9.3833301166,-1006,-996,297,799,49.7947214032,-2.641251018425,4526,20100520,4526,3483621601.92,604795417.0,-50.522362138800005,1133,421,,
300082,奥克股份,,深圳,,-42009,-0.12,65,,24.5654482926,95.812411159416,4.5746487631,-3464,-6555,201,305,46.933477428,0.240170136136,-2138,20100520,-2138,5515596402.0,680098200.0,0.0602940783999999,953,464,,
300083,创世纪,,深圳,,3748,4.49,1089,,18.443656425,47.376007319663,25.064385146,7367,5598,330,1419,53.0578578107,-0.96806608269,2042,20100520,2042,17481057184.5,1664862589.0,9.7575721579,1110,550,,
300084,海默科技,,深圳,,-5816,-1.43,1,,18.6567400935,12.264462260427,36.1613952655,-1892,-1914,335,632,38.9374189279,-1.629242512452,4760,20100520,4760,4321799704.530001,510247899.0,-24.0871087619,1045,468,,
300085,银之杰,,深圳,,-36373,-10.29,1089,,-15.8787259035,-6.911971246422,28.5808601529,-30135,-29349,7755,2205,51.4727673917,-0.766067912238,-1983,20100526,-1983,38907627857.1,706640535.0,-16.1025975138,6650,825,,
300086,康芝药业,,深圳,,-8277,-0.85,1,,7.3263218329,79.159864991508,51.2104656956,-1484,-1789,284,599,42.6166019051,-0.60326202916,2411,20100526,2411,3208627097.55,455124411.0,-9.1233764089,900,366,,
300087,荃银高科,,深圳,,104796,0.22,1089,,24.1260605725,-87.620550288211,13.4788200173,8049,9314,479,774,62.9416024402,0.792713284525,322,20100526,322,9208064619.72,947331751.0,-2.0168642288,1472,579,,
300088,长信科技,,深圳,,5280,0.95,1089,,7.3077069279,61.091954579065,9.6644272018,4718,4350,198,434,45.8026489645,1.694073224705,-2088,20100526,-2088,16834724322.46,2497733579.0,2.9611012334,829,442,,
300091,金通灵,,深圳,,-1481,-11.3,65,,-67.7631246827,-197.510069156835,4.3144208925,-329,-317,709,385,89.117544682,-1.53032333369,2506,20100625,2506,4318576220.599999,1489164214.0,-64.3237851906,350,140,,
300092,科新机电,,深圳,,3595,3.19,1,,-17.2568889732,-46.17647289408,25.9186672555,2217,3014,232,557,25.565116056,1.812276576458,-227,20100708,-227,3752748812.7,273923271.0,8.8234387497,1558,831,,
300093,*ST金刚,,深圳,,-579,0.0,4,,65.2056143262,-50.102941224575,-80.2685555979,-368,-349,-318,229,134.0833348372,-8.843381219213,4208,20100708,4208,2924640000.0,216000000.0,-172.7843424224,2600,622,,
300094,国联水产,,深圳,,19650,0.33,65,,-22.0407280477,71.618302376112,9.7283071507,-638,-640,257,676,53.6194071509,-1.202900992527,839,20100708,839,4738302462.6,1128167253.0,0.1323134015,560,266,,
300095,华伍股份,,深圳,,11820,0.58,1,,15.0778528556,-40.986716134267,23.345085851,-1596,-1560,280,918,44.8127231116,0.498656148755,1883,20100728,1883,4671402623.679999,420090164.0,2.8101471077,1273,514,,
300096,ST易联众,,深圳,,-1973,-8.81,4,,21.486139146,34.589707005195,48.0113715781,-4789,-7051,728,674,62.3165650906,-0.637513118721,10000,20100728,10000,2072600000.0,430000000.0,-55.9321943785,482,255,,
300097,ST智云,,深圳,,-761,-24.07,4,,-63.5909442652,-1131.45572270267,16.8107972881,-1242,-655,416,266,48.786155415,-4.246522851496,-1475,20100728,-1475,1607221656.3300002,288549669.0,-118.4894081142,871,367,,
300098,高新兴,,深圳,,20591,0.99,1089,,36.2367465245,683.100837703341,37.2505122781,-4572,-5256,404,1316,42.6805054848,-0.859159543424,-3989,20100728,-3989,10826383573.25,1737782275.0,4.4083908495,780,343,,
300099,尤洛卡,,深圳,,7309,1.59,65,,-5.0781523338,11.223298163429,45.4023922615,5924,5692,244,576,18.9099275823,0.462136909829,-2826,20100806,-2826,5632706548.2,737265255.0,14.6059727002,795,428,,
300100,双林股份,,深圳,,4560,5.85,1089,,20.9670917188,105.491652833064,21.6323146836,5851,5024,1049,1179,54.5507047203,1.249120343449,711,20100806,711,29079612669.6,571982940.0,12.3959505716,5871,782,,
300101,振芯科技,,深圳,,44439,0.48,1089,,21.4840350651,-46.055477027091,61.1555668948,37979,46452,861,461,32.0918712033,1.359791494028,-1148,20100806,-1148,15191477475.0,567905700.0,3.3291775347,2723,1191,,
300102,乾照光电,,深圳,,9318,1.66,1025,,37.0767930124,88.036387468024,11.4533146623,13429,10041,307,649,35.4946800749,0.335746420764,88,20100812,88,12903080759.26,920333863.0,3.9713717676,1692,563,,
300103,达刚控股,,深圳,,-11934,-1.09,1,,-18.4260397238,-19.383458870226,29.474845891,-2290,-2272,521,1296,36.6103242904,-0.409727100009,1193,20100812,1193,2642440320.0,317601000.0,-17.0670225465,1030,445,,
300105,龙源技术,,深圳,,7232,1.47,1,,1.4834360093,135.601223916917,24.7638107182,6265,5015,213,348,27.4758098485,1.111812871556,-1044,20100820,-1044,4090408350.6,515814420.0,7.8048221857,878,497,,
300106,西部牧业,,深圳,,-6762,-2.35,1,,-20.8672620299,-129.94752886895,7.6775638842,-2234,-2135,643,977,48.8854073024,-2.087581315796,2760,20100820,2760,2654333813.6,211332310.0,-4.644552325799999,1480,600,,
300107,建新股份,,深圳,,43011,0.36,1025,,-25.9831070226,-54.978408521888,8.9285872505,23885,36138,307,300,11.3098127113,0.925622053269,-2308,20100820,-2308,4625455386.96,562707468.0,2.2600085268,1436,631,,
300109,新开源,,深圳,,2788,2.19,1089,,-17.6911857161,-33.749055015296,44.0720015692,2565,2905,249,435,18.03460878,1.85539137793,-5113,20100825,-5113,8967622592.25,486050005.0,24.5553669193,1893,951,,
300110,华仁药业,,深圳,,5700,2.83,65,,-19.1279590213,-49.007881365864,37.7330744112,-311,-303,318,204,58.741364769,-0.391356140801,-1335,20100825,-1335,4255966735.2,1182212982.0,6.277481078200001,432,271,,
300111,向日葵,,深圳,,-951045,-0.02,1,,-13.694997127,-123.765211582501,17.943705326,63643,69717,726,276,16.6758376233,-0.935861907734,-1268,20100827,-1268,4981505463.18,1287210714.0,0.2320150491,427,205,,
300112,万讯自控,,深圳,,-11920,-1.1,1,,5.5907284384,-253.918169985668,42.9614138881,-4191,-3249,278,380,34.275480548,0.514412273367,5834,20100827,5834,2791961517.8,290224690.0,-2.0785732122,1142,643,,
300113,顺网科技,,深圳,,6073,6.92,1089,,25.0935152975,69.222382792979,38.8069831313,7789,6170,826,2188,15.0609266971,2.130305839253,3076,20100827,3076,19618346553.4,683566082.0,17.6904425611,2986,971,,
300115,长盈精密,,深圳,,4975,2.17,1089,,11.5538499448,-43.444288610601,18.9565258864,4510,5461,437,683,59.5401415534,1.858782891881,6596,20100902,6596,34798742356.98,1358264729.0,4.3622506665,3097,990,,
300118,东方日升,,深圳,,-1160,-2.35,1089,,-39.3697422147,4.548076777304,5.4212498649,-360,-362,110,533,72.4361004156,0.162761133678,-1070,20100902,-1070,12380550552.18,1140013863.0,-8.8803458646,1680,820,,
300119,瑞普生物,,深圳,,2352,2.57,1025,,20.0028386757,28.448863040382,41.2258293383,3629,3343,246,331,36.9471687057,3.798654706296,2660,20100917,2660,10912440496.88,464754706.0,14.6181058709,2861,1096,,
300120,经纬辉开,,深圳,,18707,0.47,1025,,-20.2252318362,-70.782657782672,16.4421653697,24547,-41641,175,526,36.0324447684,0.100320649124,1638,20100917,1638,5267192328.93,574393929.0,1.1041746068,1600,497,,
300121,阳谷华泰,,深圳,,2600,1.76,1025,,3.3958533512,-22.953522382494,18.482083767,3387,3751,187,431,23.6247056605,3.242430151782,189,20100917,189,6507804421.0,448814098.0,7.3052596695,2059,647,,
300122,智飞生物,,深圳,,-4821,-1.96,1089,,-73.0578492687,-126.723824727904,28.3441840255,2852,-7082,190,596,34.1849402781,11.130033132663,-1214,20100928,-1214,57570643415.35,2393789747.0,-12.1380213784,4023,1870,,
300123,亚光科技,,深圳,,-6569,-1.75,1089,,18.498205394,-116.728259985324,21.5973495737,-776,-764,463,822,66.8491677486,-2.870677182455,-4234,20100928,-4234,7132402178.54,1021834123.0,-7.859002997,864,423,,
300124,汇川技术,,深圳,,3660,4.6,1089,,38.283485728,63.082372406425,30.9820571917,4519,4037,680,250,48.0977868127,6.793561751394,-8367,20100928,-8367,193661487532.2,2695358212.0,14.964472957399998,8130,4101,,
300125,*ST聆达,,深圳,,-883,0.0,4,,72.3942030076,37.561795778086,-6.8308487229,-195,-209,-288,302,168.3290198266,-5.948963710407,1607,20101013,1607,1851791965.4,267599995.0,-174.13598836990002,1077,383,,
300126,锐奇股份,,深圳,,110841,0.05,1,,13.6578940419,40.56251011828,12.0294746514,-12449,-12551,226,307,16.6320343001,0.835833448547,2518,20101013,2518,2398225464.0,303957600.0,0.4080045383,916,401,,
300127,银河磁体,,深圳,,6813,2.68,1025,,-3.6629393536,-1.557457417213,36.5712583585,7300,7331,781,1672,6.1584056618,1.223661270361,5351,20101013,5351,10744616470.0,323146360.0,21.9764794777,3803,1219,,
300128,锦富技术,,深圳,,-3731,-6.54,1089,,16.4976555061,14.966323195024,7.1778942651,-2781,-2876,1009,349,72.9613171279,-1.070635692258,1521,20101013,1521,7430940156.639999,1299115412.0,-12.4788634788,720,312,,
300129,泰胜风能,,深圳,,3062,2.66,1089,,38.8310774241,-8.081072524417,12.875487033,4008,4252,164,612,55.115214988,1.926606123643,-5673,20101019,-5673,7292214009.599999,934899232.0,5.0058928473,954,569,,
300130,新国都,,深圳,,3037,3.66,1089,,-10.3921272732,-29.148653074344,36.5913184801,8112,11185,436,1052,25.2376980897,2.494606659034,5793,20101019,5793,18998847629.27,567299123.0,22.2187489002,3965,1403,,
300131,英唐智控,,深圳,,15448,0.99,1089,,0.5468354263,-5.95522980317,8.0723901733,17851,18184,608,650,49.5160926755,0.48082484761,-5717,20101019,-5717,10759984717.8,1135019485.0,1.281453198,966,464,,
300132,青松股份,,深圳,,43419,0.15,1,,10.1677356452,131.827974344688,14.39430169,6065,5298,255,705,40.1895187136,-0.847709902995,993,20101026,993,3316449288.12,516580886.0,0.2128948973,756,344,,
300133,华策影视,,深圳,,7258,1.63,1089,,114.94455769,65.046553986555,31.190649404,7018,5895,236,1006,34.4918088684,1.161952868124,-1127,20101026,-1127,17058278517.38,1899585581.0,15.667677760000002,1050,477,,
300134,大富科技,,深圳,,-4726,-1.4,1089,,2.7319328202,10.050116990284,11.8655008659,-2193,-2221,267,326,28.7997974739,-2.01661570352,-2592,20101026,-2592,10437972881.6,767498006.0,-10.5178543414,1959,730,,
300135,宝利国际,,深圳,,31939,0.34,1,,-42.8172256537,-26.606831130812,1.8310110705,18554,19585,432,324,44.6630259144,-0.048806350738,-2071,20101026,-2071,4137984000.0,921600000.0,1.3914635385,608,237,,
300136,信维通信,,深圳,,8065,2.2,1089,,-1.1456827531,-20.177482157645,18.611694049,3946,4206,351,600,42.4205457912,6.293716900764,722,20101105,722,26105001853.24,967568638.0,4.288102637,3195,1692,,
300137,ST先河,,深圳,,8135,0.71,4,,17.0481027071,38.010549582255,39.7257151914,-2457,-2510,229,198,16.9118941676,1.067429972865,4102,20101105,4102,3745343825.8,536582210.0,5.6566822953,730,361,,
300138,晨光生物,,深圳,,1566,3.46,1025,,-0.9152165303,183.687048635002,14.1570539004,7294,4159,217,436,68.2923828239,4.013138850648,-1711,20101105,-1711,6860021320.599999,483100093.0,6.4776671812,1444,678,,
300139,晓程科技,,深圳,,12167,1.09,65,,24.7654618069,7.421331110624,62.8561377999,11506,11321,526,1623,16.1629342849,-0.010288608613,-4082,20101112,-4082,5356700000.0,274000000.0,19.9298597883,2378,1172,,
300148,天舟文化,,深圳,,4658,2.55,1,,52.4422693431,4635.84941735615,43.1719785969,13778,7847,469,776,24.3047088,-2.851752922261,-2038,20101215,-2038,4519185845.63,835339343.0,29.809230273,600,259,,
300149,睿智医药,,深圳,,25153,0.55,65,,11.3670794211,126.08773760905,27.4443160356,-2951,-3438,548,863,37.3742371485,-1.353370208202,2766,20101222,2766,6682676772.64,497963992.0,2.535162322,1528,423,,
300150,世纪瑞尔,,深圳,,66173,0.08,1,,43.4482398531,109.222737135236,44.7935330014,9331,6583,208,374,21.272374312,-0.408126830471,118,20101222,118,3188827988.85,585106053.0,0.826864484,619,287,,
300151,昌红科技,,深圳,,13037,1.88,1089,,2.946728531,-29.179310912418,24.9871154426,7896,9022,522,763,39.5695160897,0.774732850278,7020,20101222,7020,8051532058.08,532508734.0,4.227707098,2333,1147,,
300152,ST新动力,,深圳,,-9643,-2.31,4,,79.3332876067,66.059962930925,22.293270073,-4480,-5788,901,547,68.3971447433,-1.508005922811,-1187,20101229,-1187,2124144000.0,712800000.0,-9.7520776134,942,178,,
300153,科泰电源,,深圳,,27140,1.58,1089,,36.8194407383,55.942898340895,15.7741847791,42980,37635,1699,1350,53.8597436035,0.087856977531,4109,20101229,4109,15043200000.0,320000000.0,3.7412965152,5098,569,,
300154,瑞凌股份,,深圳,,2478,2.43,1,,-16.1617389722,43.461240924983,25.9989577491,2916,2678,254,235,28.6796092186,0.834131218804,-2031,20101229,-2031,4383163209.75,449555201.0,19.1776892017,1315,451,,
300155,安居宝,,深圳,,-9606,-0.63,1,,-32.7823965518,-356.616601285308,37.6298693691,-5909,-5275,245,886,10.2092037373,0.32761238639,2631,20110107,2631,3058691204.8,561227744.0,-28.1067748671,722,326,,
300157,新锦动力,,深圳,,1539,0.0,65,,-62.0065900671,284.474596394407,44.3195509095,-2492,-6632,-2379,1149,90.1315034186,-4.637003859272,4400,20110107,4400,4131578634.36,753937707.0,90.483475344,649,202,,
300158,振东制药,,深圳,,56976,0.21,1089,,-3.2961747429,-74.129281078954,51.1472155818,-680,-669,247,1333,19.5920051543,-1.372918755951,1862,20110107,1862,9037824606.44,1005319756.0,0.4463868256,988,313,,
300159,*ST新研,,深圳,,-2519,0.0,4,,3.9292262581,26.965833900858,1.08241878,-1512,-1600,-1508,326,114.3525244637,-3.491352162948,889,20110107,889,4815979872.06,1495645923.0,-154.4785849189,465,147,,
300160,秀强股份,,深圳,,1863,5.13,1,,11.0300354907,9.007110248611,28.9582565344,2244,2138,191,542,17.2808899826,0.857008520884,101,20110113,101,4923667880.04,772946292.0,15.7226887939,698,407,,
300161,华中数控,,深圳,,-2552,-3.71,1025,,-16.7593127586,15.285873779477,35.0133044926,-10730,-13242,386,462,61.7672263939,0.732002935768,2398,20110113,2398,5941037489.4,198696906.0,-31.3403122893,3779,1859,,
300162,雷曼光电,,深圳,,37498,0.25,1,,-13.5626740975,11.689601348649,23.6363029355,-3671,-3680,379,532,44.848187199,-0.821041028983,4983,20110113,4983,3372860641.2,419510030.0,0.8117654538000001,1025,510,,
300163,先锋新材,,深圳,,1629,5.04,1,,34.9035554217,541.406601163607,22.9680694635,-16808,7766,320,585,15.6575972505,-0.269165344536,-2759,20110113,-2759,1630560000.0,474000000.0,29.3917200551,438,149,,
300164,通源石油,,深圳,,4166,2.74,1,,0.0318507889,11.307308923474,24.8042956356,5784,5403,224,1711,26.9218704598,-0.965210883907,-4888,20110113,-4888,3218868700.63,588458629.0,7.3215429713,859,330,,
300165,ST天瑞,,深圳,,19542,0.25,4,,-5.8452329864,137.307268438201,45.8389952992,-2541,-2886,193,386,60.9780735736,-0.115406348296,3308,20110125,3308,2472603507.75,495511725.0,1.2061145938,509,244,,
