股票代码,股票名称,peTTM,pctChg
sh.603345,安井食品,17.37051,0.3876
sh.603348,文灿股份,116.795939,-1.1236
sh.603350,安乃达,40.108833,-2.4756
sh.603351,威尔药业,27.223654,-0.2675
sh.603353,和顺石油,88.430051,0.2987
sh.603355,莱克电气,11.339877,-0.1702
sh.603356,华菱精工,-11.487912,-0.5575
sh.603357,设计总院,10.129428,0.6873
sh.603358,华达科技,151.340507,1.8863
sh.603359,东珠生态,-4.519888,-2.4316
sh.603360,百傲化学,47.42146,-1.6272
sh.603363,傲农生物,9.172842,0.0
sh.603365,水星家纺,12.9106,0.5068
sh.603366,日出东方,35.958836,-0.4132
sh.603367,辰欣药业,26.37434,9.9884
sh.603368,柳药集团,8.75639,2.5154
sh.603369,今世缘,14.172224,0.025
sh.603373,安邦护卫,39.932262,-1.4629
sh.603375,盛景微,135.586005,-2.2008
sh.603377,ST东时,-2.303607,
sh.603378,亚士创能,-7.67382,-1.2966
sh.603379,三美股份,27.576141,2.0278
sh.603380,易德龙,24.858107,2.444
sh.603381,永臻股份,22.015853,-1.7666
sh.603382,海阳科技,32.631168,-0.6039
sh.603383,顶点软件,43.675593,-3.9256
sh.603385,惠达卫浴,22.299511,0.5658
sh.603386,骏亚科技,-38.715197,0.2747
sh.603387,基蛋生物,21.850272,-0.3436
sh.603388,*ST元成,-2.602725,4.3825
sh.603389,*ST亚振,-51.306056,4.9853
sh.603390,通达电气,141.095836,-1.1346
sh.603391,力聚热能,14.28524,-0.5011
sh.603392,万泰生物,-1028.212402,-0.3225
sh.603393,新天然气,10.161122,0.8547
sh.603395,红四方,95.182986,0.2064
sh.603396,金辰股份,71.199339,-4.3289
sh.603398,*ST沐邦,-1.789509,2.3158
sh.603399,永杉锂业,-70.457509,0.3865
sh.603400,华之杰,33.769816,-1.6191
sh.603408,建霖家居,10.853216,0.1712
sh.603409,汇通控股,28.986427,-1.048
sh.603416,信捷电气,37.507418,-1.5241
sh.603421,鼎信通讯,-16.09977,-2.0115
sh.603429,集友股份,-70.173737,0.11
sh.603439,贵州三力,20.953125,-0.9687
sh.603444,吉比特,25.638344,4.0737
sh.603456,九洲药业,27.17694,-3.811
sh.603458,勘设股份,-9.579173,2.3128
sh.603466,风语筑,-79.620159,-0.8318
sh.603477,巨星农牧,13.733928,-0.2356
sh.603486,科沃斯,45.796008,2.1254
sh.603488,展鹏科技,-189.954354,1.2956
sh.603489,八方股份,93.331693,-1.539
sh.603496,恒为科技,-433.455042,1.1506
sh.603499,翔港科技,46.755552,-1.315
sh.603500,祥和实业,33.690151,-2.3983
sh.603501,豪威集团,41.540363,-0.9273
sh.603505,金石资源,51.454155,-0.984
sh.603506,南都物业,84.294057,2.1593
sh.603507,振江股份,35.496657,-0.592
sh.603508,思维列控,19.452735,0.1708
sh.603511,爱慕股份,44.450616,-2.4421
sh.603515,欧普照明,15.347701,1.7628
sh.603516,淳中科技,171.161938,6.9858
sh.603517,绝味食品,51.787213,0.0
sh.603518,锦泓集团,11.955528,-0.1036
sh.603519,立霸股份,20.189347,-1.5224
sh.603520,司太立,-102.991342,-2.4713
sh.603527,众源新材,19.161525,-2.4129
sh.603528,多伦科技,1469.258544,-1.5945
sh.603529,爱玛科技,14.688327,0.0
sh.603530,神马电力,40.031821,10.0113
sh.603533,掌阅科技,191.355007,0.0
sh.603535,嘉诚国际,28.871354,0.7958
sh.603536,惠发食品,-74.991615,0.4287
sh.603538,美诺华,78.530312,-4.5504
sh.603551,奥普科技,14.773417,-0.6206
sh.603556,海兴电力,14.307381,0.5147
sh.603557,ST起步,-14.828513,-1.087
sh.603558,健盛集团,11.219755,1.3699
sh.603559,ST通脉,-11.760776,-1.6873
sh.603565,中谷物流,10.596871,1.1055
sh.603566,普莱柯,44.044305,-1.0506
sh.603567,珍宝岛,53.473042,0.8871
sh.603568,伟明环保,12.232946,-0.2054
sh.603569,长久物流,70.515032,0.5013
sh.603577,汇金通,20.955603,-1.0331
sh.603578,三星新材,-33.548755,-1.7397
sh.603579,荣泰健康,32.663438,-0.2191
sh.603580,*ST艾艾,-413.154174,-0.7397
sh.603583,捷昌驱动,41.442225,-2.2463
sh.603585,苏利股份,135.612806,-0.1043
sh.603586,金麒麟,22.771958,-1.0233
sh.603587,地素时尚,22.03797,2.1497
sh.603588,高能环境,17.041419,-1.8519
sh.603589,口子窖,12.076968,0.326
sh.603590,康辰药业,224.924979,5.7357
sh.603595,东尼电子,474.051335,-1.8173
sh.603596,伯特利,23.198792,-2.9582
sh.603598,引力传媒,-267.501962,2.601
sh.603599,广信股份,15.643336,0.7383
sh.603600,永艺股份,11.557427,0.0
sh.603601,再升科技,54.556415,-0.6073
sh.603602,纵横通信,149.576151,-1.1605
sh.603605,珀莱雅,20.266385,0.2151
sh.603606,东方电缆,32.042207,-0.2921
sh.603607,京华激光,38.179611,-1.4431
sh.603608,天创时尚,-30.197608,-0.6339
sh.603609,禾丰股份,14.038208,0.9324
sh.603610,麒盛科技,27.996861,-1.4377
sh.603611,诺力股份,12.353389,-1.5748
sh.603612,索通发展,20.412039,3.6166
sh.603613,国联股份,12.305845,-1.0669
sh.603615,茶花股份,-146.679356,1.3614
sh.603616,韩建河山,-13.37213,10.0
sh.603617,君禾股份,35.990155,-2.0228
sh.603618,杭电股份,33.702098,-1.9549
sh.603619,中曼石油,11.671342,1.6461
sh.603626,科森科技,-9.514284,-2.0595
sh.603628,清源股份,32.377249,-1.5683
sh.603629,利通电子,291.253751,-1.011
sh.603630,拉芳家化,195.980277,0.3922
sh.603633,徕木股份,60.079667,-1.8692
sh.603636,南威软件,-28.553037,-1.3034
sh.603637,镇海股份,29.096279,3.3095
sh.603638,艾迪精密,42.44558,-1.0823
sh.603639,海利尔,25.723444,0.0
sh.603648,畅联股份,34.289439,3.5874
sh.603650,彤程新材,37.521041,0.0
sh.603655,朗博科技,99.645286,-2.6596
sh.603656,泰禾智能,151.00692,0.2612
sh.603657,春光科技,188.125704,-2.4069
sh.603658,安图生物,20.208262,0.0496
sh.603659,璞泰来,31.256044,-4.1445
sh.603660,苏州科达,-32.649966,0.8242
sh.603661,恒林股份,19.264041,0.1704
sh.603662,柯力传感,61.550958,-1.8238
sh.603663,三祥新材,166.799835,-4.9948
sh.603665,康隆达,-13.613184,3.1834
sh.603666,亿嘉和,-38.074088,-1.4862
sh.603667,五洲新春,137.361027,-2.6689
sh.603668,天马科技,179.911329,1.0753
sh.603669,灵康药业,-37.700217,7.0661
sh.603676,卫信康,24.932695,2.5038
sh.603677,奇精机械,62.060579,-1.0396
sh.603678,火炬电子,78.491513,-3.8758
sh.603679,华体科技,-33.490921,-0.9415
sh.603680,今创集团,24.602034,-1.6129
sh.603681,永冠新材,23.434245,-1.0323
sh.603682,锦和商管,51.742141,0.6623
sh.603683,晶华新材,90.256029,2.4565
sh.603685,晨丰科技,605.033079,-2.4035
sh.603686,福龙马,47.546811,1.4163
sh.603687,大胜达,35.067207,-1.3089
sh.603688,石英股份,82.67625,-1.6959
sh.603689,皖天然气,12.884832,-0.2323
sh.603690,至纯科技,-460.808142,-1.8699
sh.603693,江苏新能,36.728282,-0.4392
sh.603696,安记食品,67.096876,-0.5525
sh.603697,有友食品,31.589996,1.505
sh.603698,航天工程,44.130532,0.0578
sh.603699,纽威股份,18.246619,-1.3605
sh.603700,宁水集团,36.120801,-0.8032
sh.603701,德宏股份,108.606961,0.3867
sh.603703,盛洋科技,-125.506275,-1.1385
sh.603706,东方环宇,19.566259,3.957
sh.603707,健友股份,26.293458,2.4893
sh.603708,家家悦,54.022962,1.3233
sh.603709,中源家居,-37.819397,0.4422
sh.603711,香飘飘,27.234967,0.6565
sh.603712,七一二,-51.641843,-0.7911
sh.603713,密尔克卫,14.691944,0.5723
sh.603716,塞力医疗,-26.026006,-2.3087
sh.603717,天域生物,-21.51689,-0.6527
sh.603718,海利生物,26.713273,0.0
sh.603719,良品铺子,-36.045059,0.0769
sh.603721,*ST天择,-133.608565,-0.4545
sh.603722,阿科力,-153.124151,-0.1944
sh.603725,天安新材,28.19398,-5.4134
sh.603726,朗迪集团,19.031841,-1.0716
sh.603727,博迈科,79.4354,0.9366
sh.603728,鸣志电器,312.101892,-1.3641
sh.603729,龙韵股份,81.409738,0.0575
sh.603730,岱美股份,15.08667,-0.3478
sh.603733,仙鹤股份,15.606631,0.9403
sh.603737,三棵树,76.069623,0.1744
sh.603738,泰晶科技,89.865206,-2.6923
sh.603739,蔚蓝生物,62.522086,1.1004
sh.603755,日辰股份,38.215286,0.0
sh.603757,大元泵业,15.42393,0.9779
sh.603758,秦安股份,37.194949,-2.7067
sh.603759,海天股份,12.096024,-0.1171
sh.603766,隆鑫通用,18.249303,-0.7335
sh.603767,中马传动,243.586659,9.9771
sh.603768,常青股份,71.488038,-0.7042
sh.603773,沃格光电,-42.784134,-4.4924
sh.603776,永安行,-60.23947,-3.1374
sh.603777,来伊份,-35.100828,0.3852
sh.603778,国晟科技,-25.619106,-1.2821
sh.603779,威龙股份,4958.897567,0.0
sh.603786,科博达,28.013207,-2.3191
sh.603787,新日股份,95.027202,-0.6329
sh.603788,宁波高发,18.118214,-1.4842
sh.603789,*ST星农,-7.965858,-0.188
sh.603790,雅运股份,59.207978,-1.3398
sh.603797,联泰环保,15.838987,-1.833
sh.603798,康普顿,44.786457,-0.766
sh.603799,华友钴业,15.954673,-1.463
sh.603800,洪田股份,99.141942,-2.7687
sh.603801,志邦家居,11.593435,1.1964
sh.603803,瑞斯康达,-22.527309,-0.9217
sh.603806,福斯特,32.675618,1.2253
sh.603808,歌力思,-10.361964,1.0883
sh.603809,豪能股份,37.190216,-3.1068
sh.603810,丰山集团,-238.978287,0.3672
sh.603811,诚意药业,18.507686,0.1657
sh.603813,*ST原尚,-28.3824,-2.0258
sh.603815,交建股份,37.62665,-1.1208
sh.603816,顾家家居,14.175114,0.4612
sh.603817,海峡环保,18.658366,-0.1658
sh.603818,曲美家居,-34.720001,0.0
sh.603819,神力股份,-61.401896,-10.0135
sh.603822,嘉澳环保,-12.400273,-5.1764
sh.603823,百合花,29.317002,-1.4672
sh.603825,ST华扬,-5.537336,-0.1647
sh.603826,坤彩科技,335.288133,-0.5025
sh.603828,ST柯利达,1627.278043,1.4644
sh.603829,洛凯股份,20.605765,-0.7946
sh.603833,欧派家居,12.196088,-0.2594
sh.603836,海程邦达,67.797076,0.0724
sh.603838,*ST四通,-60.792497,-1.8581
sh.603839,安正时尚,-38.283393,10.0
sh.603843,*ST正平,-4.341769,-1.0563
sh.603848,好太太,31.227295,-2.6593
sh.603855,华荣股份,14.531075,1.4811
sh.603856,东宏股份,21.280339,0.0829
sh.603858,步长制药,-56.383105,-0.4873
sh.603859,能科科技,47.151652,-3.4137
sh.603860,中公高科,44.781367,-0.5784
sh.603861,白云电器,24.175509,-0.9082
sh.603863,松炀资源,-14.17527,4.0286
sh.603866,桃李面包,18.347113,0.3565
sh.603867,新化股份,22.522786,-0.5741
sh.603868,飞科电器,36.139274,2.6983
sh.603869,ST智知,186.291608,-1.5805
sh.603871,嘉友国际,12.81274,-0.7745
sh.603876,鼎胜新材,24.640496,-1.875
sh.603877,太平鸟,31.331726,0.9504
sh.603878,武进不锈,37.294746,1.3865
sh.603879,永悦科技,-16.206552,1.9886
sh.603880,南卫股份,-9.580291,-1.6296
sh.603881,数据港,133.201075,-0.7997
sh.603882,金域医学,-36.382909,-1.2242
sh.603883,老百姓,33.373946,2.9273
sh.603885,吉祥航空,31.174638,-0.1581
sh.603886,元祖股份,13.202704,0.3142
sh.603887,城地香江,-36.222695,-1.4168
sh.603888,新华网,52.658205,-0.1044
sh.603889,新澳股份,10.280131,1.1609
sh.603890,春秋电子,22.753889,-0.8071
sh.603893,瑞芯微,94.774896,-0.6287
sh.603895,天永智能,-16.668607,-2.0901
sh.603896,寿仙谷,27.914111,0.1825
sh.603897,长城科技,21.461797,-0.6107
sh.603898,好莱客,45.001348,-4.3437
sh.603899,晨光股份,21.012303,-2.6543
sh.603900,莱绅通灵,-24.269393,-0.1029
sh.603901,永创智能,280.389197,0.0
sh.603903,中持股份,-15.775118,-0.6061
sh.603906,龙蟠科技,-16.426681,-2.8492
sh.603908,牧高笛,30.895254,1.8567
sh.603909,建发合诚,28.53195,-0.3895
sh.603912,佳力图,238.01695,-2.2581
sh.603915,国茂股份,36.561231,-3.5054
sh.603916,苏博特,51.807215,-1.5755
sh.603917,合力科技,-162.752632,-1.9118
sh.603918,金桥信息,-144.190249,1.15
sh.603919,金徽酒,23.610551,0.0536
sh.603920,世运电路,33.709391,-1.6624
sh.603922,金鸿顺,454.830783,-1.1028
sh.603926,铁流股份,26.923632,-2.0781
sh.603927,中科软,52.624848,-1.344
sh.603928,兴业股份,107.155787,0.1297
sh.603929,亚翔集成,14.300412,1.4336
sh.603931,格林达,36.882259,-1.2982
sh.603933,睿能科技,106.170086,-1.3864
sh.603936,博敏电子,-28.058378,-1.2287
sh.603937,丽岛新材,-44.809918,-0.7767
sh.603938,三孚股份,71.603879,-0.8575
sh.603939,益丰药房,18.687976,1.5514
sh.603948,建业股份,18.604242,2.924
sh.603949,雪龙集团,68.181697,-1.5432
sh.603950,长源东谷,28.765239,-2.4411
sh.603955,大千生态,199.44759,-1.7663
sh.603956,威派格,-16.081731,-1.0219
sh.603958,哈森股份,-37.366957,-0.6699
sh.603959,百利科技,-7.474456,1.7241
sh.603960,克来机电,95.127055,-1.0283
sh.603966,法兰泰克,24.668857,-3.7037
sh.603967,中创物流,15.65946,0.0855
sh.603968,醋化股份,-30.755942,0.1595
sh.603969,银龙股份,25.983616,-2.1765
sh.603970,中农立华,19.334218,-0.1385
sh.603976,正川股份,78.344641,0.7214
sh.603977,国泰集团,44.604919,-2.682
sh.603978,深圳新星,-14.461318,-2.4628
sh.603979,金诚信,18.040288,1.1511
sh.603980,吉华集团,93.573768,-0.5025
sh.603982,泉峰汽车,-6.659527,-1.4024
sh.603983,丸美生物,43.863567,-0.1496
sh.603985,恒润股份,-76.660342,-1.8289
sh.603986,兆易创新,72.710744,3.0845
sh.603987,康德莱,17.188155,0.8323
sh.603988,中电电机,463.871903,0.2066
sh.603989,艾华集团,27.701272,-0.6135
sh.603990,麦迪科技,-18.381322,-0.6231
sh.603991,至正股份,-135.647535,-0.7504
sh.603992,松霖科技,32.580461,-0.4519
sh.603993,洛阳钼业,12.970146,0.973
sh.603995,甬金股份,8.457444,-0.1098
sh.603997,继峰股份,-31.105396,-0.8396
sh.603998,方盛制药,18.219993,-0.3515
sh.603999,读者传媒,64.251402,1.4451
sh.605001,威奥股份,35.579051,-1.292
sh.605003,众望布艺,28.971151,0.3338
sh.605005,合兴股份,27.768844,-1.195
sh.605006,山东玻纤,-914.560921,-1.3193
sh.605007,五洲特纸,19.792991,-0.491
sh.605008,长鸿高科,705.64936,-0.6849
sh.605009,豪悦护理,22.061766,-0.7643
sh.605011,杭州热电,44.315435,0.3557
sh.605016,百龙创园,28.361814,-2.1495
sh.605018,长华集团,79.443785,-1.4695
sh.605020,永和股份,37.849815,1.1708
sh.605028,世茂能源,19.073363,1.4978
sh.605033,美邦股份,130.768252,-1.7703
sh.605050,福然德,24.87713,1.0284
sh.605055,迎丰股份,78.973282,0.431
sh.605056,咸亨国际,25.944283,-1.2591
sh.605058,澳弘电子,29.287996,2.2071
sh.605060,联德股份,28.201125,-0.2808
sh.605066,天正电气,30.053447,-1.1842
sh.605068,明新旭腾,-16.964197,-0.76
sh.605069,正和生态,-14.67026,-0.5362
sh.605077,华康股份,20.385156,1.6256
sh.605080,浙江自然,15.448988,-0.6011
sh.605081,*ST太和,-4.105883,-1.9562
sh.605086,龙高股份,40.392768,4.24
sh.605088,冠盛股份,26.331375,-2.6366
sh.605089,味知香,40.072051,0.7084
sh.605090,九丰能源,10.758701,1.0226
sh.605098,行动教育,15.782577,1.3187
sh.605099,共创草坪,28.523471,10.0142
sh.605100,华丰股份,61.487476,-2.5074
sh.605108,同庆楼,58.948594,0.3603
sh.605111,新洁能,30.551049,-0.6709
sh.605116,奥锐特,24.857115,1.1809
sh.605117,德业股份,14.656423,-1.0576
sh.605118,力鼎光电,70.5579,-0.9324
sh.605122,四方新材,-13.835982,-2.4259
sh.605123,派克新材,33.121744,-1.7572
sh.605128,上海沿浦,55.079729,-2.043
sh.605133,嵘泰股份,53.558814,-0.9274
sh.605136,丽人丽妆,-118.292285,0.1021
sh.605138,盛泰集团,72.309811,9.9579
sh.605151,西上海,870.258995,-1.7848
sh.605155,西大门,19.382135,-1.0408
sh.605158,华达新材,24.673187,3.0303
sh.605162,新中港,25.982667,-0.8949
sh.605166,聚合顺,11.40994,-0.7923
sh.605167,利柏特,20.58569,-1.5385
sh.605168,三人行,46.13238,-4.7885
sh.605169,洪通燃气,16.518459,0.983
sh.605177,东亚药业,-17.958217,1.378
sh.605178,时空科技,-9.424177,-9.9855
sh.605179,一鸣食品,255.675617,0.1971
sh.605180,华生科技,62.41643,-0.0674
sh.605183,确成股份,14.88013,-1.0443
sh.605186,健麾信息,97.799432,-1.4286
sh.605188,国光连锁,-2614.910738,1.4625
sh.605189,富春染织,27.000786,-2.8906
sh.605196,华通线缆,32.264145,-0.6358
sh.605198,安德利,55.282327,4.2087
sh.605199,ST葫芦娃,-13.234295,-1.7131
sh.605208,永茂泰,98.162296,-2.5842
sh.605218,伟时电子,81.808573,-1.0999
sh.605222,起帆电缆,54.273148,0.4442
sh.605228,神通科技,3018.085272,-1.7398
sh.605255,天普股份,107.265117,-4.0045
sh.605258,协和电子,40.255986,1.0746
sh.605259,绿田机械,21.896383,-1.7957
sh.605266,健之佳,31.136771,0.5016
sh.605268,王力安防,35.789841,10.0187
sh.605277,新亚电子,60.595874,3.8781
sh.605286,同力日升,22.784373,-1.4136
sh.605287,德才股份,-7.738402,0.0
sh.605288,凯迪股份,42.955453,-0.5391
sh.605289,罗曼股份,-106.128914,4.0709
sh.605296,神农集团,18.481071,0.2478
sh.605298,必得科技,59.173403,-1.2995
sh.605299,舒华体育,52.265132,5.2478
sh.605300,佳禾食品,149.398275,0.2171
sh.605303,园林股份,-10.569484,-2.0651
sh.605305,中际联合,21.805337,-0.2738
sh.605318,法狮龙,-92.507185,3.6039
sh.605319,无锡振华,19.28755,-1.5191
sh.605333,沪光股份,21.68536,-2.6915
sh.605336,帅丰电器,81.635592,-1.0876
sh.605337,李子园,22.19179,1.0794
sh.605338,巴比食品,16.57608,1.4981
sh.605339,南侨食品,48.052741,0.3458
sh.605358,立昂微,-58.345374,-0.3638
sh.605365,立达信,18.011137,-1.0561
sh.605366,宏柏新材,-93.482238,-1.8293
sh.605368,蓝天燃气,16.54796,0.0
sh.605369,拱东医疗,28.862156,-0.3462
sh.605376,博迁新材,90.714367,-1.7739
sh.605377,华旺科技,12.675954,-0.8649
sh.605378,野马电池,37.250493,-0.3479
sh.605388,均瑶健康,-109.37687,0.3727
sh.605389,长龄液压,69.614732,-0.9562
sh.605398,新炬网络,272.795444,-1.934
sh.605399,晨光新材,388.341417,-1.443
sh.605488,福莱新材,61.047808,-0.5997
sh.605499,东鹏饮料,37.834788,0.7638
sh.605500,森林包装,21.600775,-1.0913
sh.605507,国邦医药,15.894143,9.9861
sh.605555,德昌股份,19.644506,-1.7272
sh.605566,福莱蒽特,153.171588,1.3248
sh.605567,春雪食品,85.822493,1.9718
sh.605577,龙版传媒,33.881185,0.3797
sh.605580,恒盛能源,27.096508,-1.308
sh.605588,冠石科技,-100.570681,-2.5232
sh.605589,圣泉集团,29.875762,3.7316
sh.605598,上海港湾,56.813557,-1.6401
sh.605599,菜百股份,15.520806,0.6583
sh.688001,华兴源创,-24.923086,-0.3251
sh.688002,睿创微纳,51.448113,-0.4074
sh.688003,天准科技,72.226205,-3.8644
sh.688004,博汇科技,-52.797191,0.3871
sh.688005,容百科技,51.33416,-3.0998
sh.688006,杭可科技,45.577308,-2.1666
sh.688007,光峰科技,-187.348135,-1.5267
sh.688008,澜起科技,58.258313,0.2414
sh.688009,中国通号,16.596857,-0.7339
sh.688010,福光股份,538.215502,-4.1124
sh.688011,新光光电,-54.469954,1.1593
sh.688012,中微公司,75.970736,-1.2598
sh.688013,天臣医疗,58.031394,1.1319
sh.688015,交控科技,46.119947,-0.9576
sh.688016,心脉医疗,30.746589,-2.0879
sh.688017,绿的谐波,415.883991,-1.9939
sh.688018,乐鑫科技,67.605993,0.7577
sh.688019,安集科技,42.728028,-1.904
sh.688020,方邦股份,-59.132124,-1.7147
sh.688021,奥福科技,-33.955323,-0.9275
sh.688022,瀚川智能,-2.381172,-2.4788
sh.688023,安恒信息,-55.384644,-1.5
sh.688025,杰普特,63.232437,0.1691
sh.688026,洁特生物,32.861103,-1.9261
sh.688027,国盾量子,-2645.180708,-2.6942
sh.688028,沃尔德,36.914719,-1.2632
sh.688029,南微医学,27.945103,0.9753
sh.688030,山石网科,-23.764166,-0.2222
sh.688031,星环科技,-17.823792,-3.489
sh.688032,禾迈股份,48.422395,-1.2061
sh.688033,天宜新材,-2.73179,-1.532
sh.688035,德邦科技,54.206107,-1.3551
sh.688036,传音控股,19.291981,-1.2043
sh.688037,芯源微,125.606129,-1.0354
sh.688038,中科通达,-107.392736,-2.0896
sh.688039,当虹科技,-53.4657,15.7895
sh.688041,海光信息,151.955538,-1.7832
sh.688045,必易微,-86.942386,1.9272
sh.688046,药康生物,60.020481,-5.1674
sh.688047,龙芯中科,-74.878339,-2.9259
sh.688048,长光华芯,-140.264725,-0.922
sh.688049,炬芯科技,60.718168,-1.796
sh.688050,爱博医疗,39.631372,1.5467
sh.688051,佳华科技,-24.61414,0.2943
sh.688052,纳芯微,-80.043223,-1.8218
sh.688053,思科瑞,-103.961446,-1.5941
sh.688055,龙腾光电,-69.221248,-0.7595
sh.688056,莱伯泰科,60.178829,-1.3432
sh.688057,金达莱,24.302906,-0.4619
sh.688058,宝兰德,-28.060136,-1.3707
sh.688059,华锐精密,42.015276,-0.3994
sh.688060,云涌科技,-53.74157,0.9336
sh.688061,灿瑞科技,-63.349687,-0.9329
sh.688062,迈威生物,-11.747649,-4.8138
sh.688063,派能科技,-10133.2613,-2.372
sh.688065,凯赛生物,68.0625,-0.5466
sh.688066,航天宏图,-3.91067,-1.9314
sh.688067,爱威科技,68.59156,-1.2195
sh.688068,热景生物,-80.020289,-4.1625
sh.688069,德林海,-29.788276,-0.0862
sh.688070,纵横股份,-146.094536,-3.3901
sh.688071,华依科技,-112.083774,0.6927
sh.688072,拓荆科技,92.067491,-1.3107
sh.688073,毕得医药,43.980311,-3.9362
sh.688075,安旭生物,33.859637,-1.5618
sh.688076,ST诺泰,31.232912,-0.1647
sh.688077,大地熊,123.101507,-1.1456
sh.688078,龙软科技,79.987302,-1.858
sh.688079,美迪凯,-49.483814,-2.6316
sh.688080,映翰通,25.612069,-3.1051
sh.688081,兴图新科,-25.047464,-2.4234
sh.688082,盛美上海,42.238019,0.3736
sh.688083,中望软件,263.921098,-1.2204
sh.688084,晶品特装,-146.454365,1.7354
sh.688085,三友医疗,245.030488,-2.3174
sh.688087,英科再生,17.285615,-0.5102
sh.688088,虹软科技,101.093971,0.062
sh.688089,嘉必优,31.746112,-0.7985
sh.688090,瑞松科技,338.332158,-0.3226
sh.688091,上海谊众,-1944.105615,14.6768
sh.688092,爱科科技,32.47695,-1.722
sh.688093,世华科技,26.734458,0.1814
sh.688095,福昕软件,226.739266,2.8627
sh.688096,京源环保,-145.898964,-3.7559
sh.688097,博众精工,33.438871,1.6061
sh.688098,申联生物,-62.204118,0.7299
sh.688099,晶晨股份,35.461582,-0.402
sh.688100,威胜信息,25.793311,0.9565
sh.688101,三达膜,15.223922,1.3633
sh.688102,斯瑞新材,89.803437,0.1337
sh.688103,国力股份,151.867665,-4.0089
sh.688105,诺唯赞,-471.885678,-3.9713
sh.688106,金宏气体,51.383674,-1.0995
sh.688107,安路科技,-56.762047,-0.8672
sh.688108,赛诺医疗,933.741785,-1.1478
sh.688109,品茗科技,70.76735,-0.551
sh.688110,东芯股份,-131.231189,17.3261
sh.688111,金山办公,83.943575,0.4982
sh.688112,鼎阳科技,48.244064,-0.9875
sh.688113,联测科技,26.077072,-4.7038
sh.688114,华大智造,-52.889521,-3.3961
sh.688115,思林杰,-52573.277132,5.4195
sh.688116,天奈科技,61.651598,-3.7095
sh.688117,圣诺生物,77.843168,-5.2707
sh.688118,普元信息,131.82454,-1.9784
sh.688119,中钢洛耐,-100.143367,0.0
sh.688120,华海清科,38.323439,-1.4307
sh.688121,卓然股份,24.958576,1.6529
sh.688122,西部超导,42.198999,2.0267
sh.688123,聚辰股份,35.296651,-0.5001
sh.688125,安达智能,-60.632926,-2.3278
sh.688126,沪硅产业,-53.46845,-1.5464
sh.688127,蓝特光学,47.472085,-0.179
sh.688128,中国电研,19.596855,-1.8963
sh.688129,东来技术,36.344285,-1.2933
sh.688130,晶华微,-143.126456,-1.0412
sh.688131,皓元医药,47.086664,-10.0392
sh.688132,邦彦技术,-30.419467,-1.4428
sh.688133,泰坦科技,298.219763,-4.2982
sh.688135,利扬芯片,-65.682701,2.1335
sh.688136,科兴制药,212.09794,-6.7565
sh.688137,近岸蛋白,-50.528709,-3.9236
sh.688138,清溢光电,54.405531,-0.889
sh.688139,海尔生物,31.300779,0.3304
sh.688141,杰华特,-26.400018,-2.3127
sh.688143,长盈通,258.941676,-4.0534
sh.688146,中船特气,53.726758,-0.2959
sh.688147,微导纳米,50.823149,0.0887
sh.688148,芳源股份,-5.95158,-2.7586
sh.688150,莱特光电,59.816014,-0.5435
sh.688151,华强科技,848.789011,0.5567
sh.688152,麒麟信安,3012.654481,-0.7917
sh.688153,唯捷创芯,-387.968486,-1.4089
sh.688155,先惠技术,28.940009,-5.5556
sh.688156,路德环境,-32.871631,-0.5994
sh.688157,松井股份,71.033332,5.1898
sh.688158,优刻得,-50.562399,-2.7821
sh.688159,有方科技,97.018087,-1.3898
sh.688160,步科股份,174.882054,-2.686
sh.688161,威高骨科,49.851416,0.2675
sh.688162,巨一科技,188.926703,-2.9571
sh.688163,赛伦生物,56.604535,-1.9718
sh.688165,埃夫特,-59.824918,-2.3256
sh.688166,博瑞医药,306.22777,-4.9068
sh.688167,炬光科技,-39.79422,-2.9314
sh.688168,安博通,-44.95866,1.7087
sh.688169,石头科技,24.823319,-1.7068
sh.688170,德龙激光,-87.922593,-2.4147
sh.688171,纬德信息,472.258715,2.844
sh.688172,燕东微,-58.090823,-0.796
sh.688173,希荻微,-21.921673,0.7714
sh.688175,高凌信息,-44.925885,0.5271
sh.688176,亚虹医药,-18.14107,6.6318
sh.688177,百奥泰,-26.544426,1.2712
sh.688178,万德斯,-22.731883,0.3021
sh.688179,阿拉丁,48.081747,-2.5478
sh.688180,君实生物,-32.58028,-4.5854
sh.688181,八亿时空,51.232621,-3.0918
sh.688182,灿勤科技,154.098034,-1.6279
sh.688183,生益电子,82.424276,-5.4528
sh.688184,ST帕瓦,-2.350177,-0.7913
sh.688185,康希诺,-89.587251,-0.5981
sh.688186,广大特材,35.380961,-0.6814
sh.688187,时代电气,16.102179,-0.7094
sh.688188,柏楚电子,41.123831,0.3352
sh.688189,南新制药,-10.222389,20.0
sh.688190,云路股份,32.551351,-1.4954
sh.688191,智洋创新,144.000232,-1.3739
sh.688192,迪哲医药,-43.112554,-1.0233
sh.688193,仁度生物,-207.02111,1.9942
sh.688195,腾景科技,88.357361,1.7801
sh.688196,卓越新能,28.626133,-0.8482
sh.688197,首药控股,-34.107455,6.333
sh.688198,佰仁医疗,87.327231,-2.0301
sh.688199,久日新材,-68.102971,7.4766
sh.688200,华峰测控,52.508933,-0.0069
sh.688201,信安世纪,-129.289433,-2.9313
sh.688202,美迪西,-27.386577,-6.5525
sh.688203,海正生材,86.330957,-0.7276
